id,signal_type,fraud_category,severity,severity_encoded,account_age_days,related_entity_count,fraudulent
1220,rejected_claims_volume,commerce,critical,4,295,30,1
1221,stale_pending_policies,catalog,medium,2,178,30,1
1222,inactive_spike,account,low,1,282,28,1
1223,pending_purchases,catalog,medium,2,438,25,0
1224,reject_rate,catalog,low,1,92,21,1
1225,claim_burst,claims,medium,2,425,12,1
1226,stale_pending_policies,catalog,high,3,399,4,1
1227,pending_purchases,commerce,critical,4,779,30,1
1228,pending_purchases,commerce,medium,2,246,21,1
1229,rejected_claims_volume,catalog,critical,4,323,16,1
1230,other,account,medium,2,678,2,0
1231,unverified_provider,account,low,1,221,8,0
1232,pending_purchases,commerce,critical,4,546,3,0
1233,duplicate_email,account,medium,2,706,3,1
1234,pending_purchases,commerce,medium,2,567,11,0
1235,unverified_provider,claims,low,1,499,11,1
1236,stale_pending_policies,catalog,high,3,381,15,1
1237,inactive_spike,commerce,medium,2,164,27,1
1238,lead_spike,commerce,medium,2,611,23,1
1239,reject_rate,catalog,low,1,196,10,0
1240,pending_purchases,commerce,low,1,569,11,0
1241,duplicate_email,commerce,critical,4,708,28,1
1242,rejected_claims_volume,commerce,medium,2,587,23,1
1243,lead_spike,claims,high,3,575,25,1
1244,stale_pending_policies,commerce,critical,4,85,28,0
1245,claim_burst,account,critical,4,646,25,1
1246,inactive_spike,catalog,medium,2,502,2,0
1247,claim_burst,claims,low,1,712,9,1
1248,rejected_claims_volume,claims,critical,4,821,24,1
1249,claim_burst,claims,critical,4,613,6,1
1250,other,claims,critical,4,352,1,1
1251,reject_rate,commerce,medium,2,592,5,0
1252,unverified_provider,commerce,medium,2,99,10,0
1253,claim_burst,catalog,critical,4,291,25,1
1254,claim_burst,commerce,low,1,228,11,1
1255,stale_pending_policies,claims,high,3,351,1,1
1256,claim_burst,commerce,high,3,141,7,1
1257,rejected_claims_volume,commerce,medium,2,438,9,0
1258,lead_spike,catalog,high,3,539,17,1
1259,unverified_provider,account,high,3,576,6,1
1260,reject_rate,commerce,medium,2,265,20,1
1261,reject_rate,claims,medium,2,35,7,0
1262,unverified_provider,claims,critical,4,359,28,1
1263,unverified_provider,account,medium,2,436,17,1
1264,duplicate_email,claims,high,3,43,3,1
1265,inactive_spike,account,medium,2,814,21,1
1266,reject_rate,claims,medium,2,311,7,0
1267,pending_purchases,commerce,critical,4,347,26,1
1268,duplicate_email,commerce,critical,4,501,7,1
1269,pending_purchases,account,critical,4,793,24,1
1270,unverified_provider,account,medium,2,105,7,0
1271,pending_purchases,commerce,low,1,421,4,0
1272,unverified_provider,account,critical,4,825,26,1
1273,stale_pending_policies,commerce,high,3,835,18,1
1274,rejected_claims_volume,claims,low,1,210,28,1
1275,inactive_spike,catalog,low,1,686,3,0
1276,claim_burst,account,low,1,540,30,1
1277,claim_burst,commerce,low,1,421,30,1
1278,unverified_provider,account,critical,4,213,24,1
1279,inactive_spike,claims,high,3,135,16,1
1280,inactive_spike,account,low,1,519,4,0
1281,inactive_spike,account,medium,2,505,25,1
1282,lead_spike,claims,critical,4,822,29,1
1283,claim_burst,catalog,low,1,245,4,1
1284,pending_purchases,commerce,medium,2,531,7,0
1285,unverified_provider,account,high,3,234,4,0
1286,duplicate_email,claims,critical,4,496,28,1
1287,lead_spike,claims,high,3,769,24,1
1288,rejected_claims_volume,claims,critical,4,795,16,1
1289,pending_purchases,commerce,medium,2,824,11,0
1290,pending_purchases,account,critical,4,110,4,1
1291,lead_spike,commerce,medium,2,701,21,0
1292,lead_spike,commerce,critical,4,592,25,1
1293,duplicate_email,account,critical,4,644,14,0
1294,rejected_claims_volume,claims,high,3,530,13,1
1295,pending_purchases,commerce,low,1,452,1,0
1296,inactive_spike,account,critical,4,180,19,1
1297,unverified_provider,account,low,1,155,28,0
1298,reject_rate,commerce,high,3,60,30,1
1299,rejected_claims_volume,claims,critical,4,455,13,1
1300,stale_pending_policies,claims,high,3,118,12,1
1301,reject_rate,catalog,low,1,435,24,1
1302,stale_pending_policies,catalog,critical,4,808,29,1
1303,unverified_provider,claims,low,1,432,14,1
1304,claim_burst,account,critical,4,351,7,1
1305,unverified_provider,commerce,medium,2,746,24,1
1306,unverified_provider,account,low,1,114,9,0
1307,rejected_claims_volume,claims,high,3,864,2,1
1308,pending_purchases,commerce,medium,2,885,10,0
1309,reject_rate,claims,high,3,261,30,1
1310,pending_purchases,commerce,medium,2,301,9,0
1311,reject_rate,claims,medium,2,602,7,0
1312,lead_spike,claims,medium,2,405,27,1
1313,reject_rate,catalog,critical,4,159,25,1
1314,inactive_spike,account,high,3,181,30,1
1315,claim_burst,claims,high,3,846,5,1
1316,other,commerce,critical,4,526,17,1
1317,inactive_spike,claims,high,3,698,25,1
1318,rejected_claims_volume,account,critical,4,191,3,1
1319,unverified_provider,account,high,3,564,16,1
1320,other,claims,high,3,807,12,1
1321,pending_purchases,account,low,1,587,2,1
1322,reject_rate,commerce,low,1,842,21,1
1323,inactive_spike,catalog,critical,4,558,25,1
1324,duplicate_email,catalog,high,3,263,28,1
1325,stale_pending_policies,catalog,high,3,802,29,1
1326,pending_purchases,account,high,3,289,9,1
1327,unverified_provider,account,low,1,87,20,1
1328,pending_purchases,claims,high,3,276,8,1
1329,inactive_spike,commerce,low,1,567,6,1
1330,pending_purchases,commerce,critical,4,140,18,1
1331,reject_rate,catalog,critical,4,170,2,1
1332,duplicate_email,account,high,3,857,5,0
1333,lead_spike,account,medium,2,312,10,1
1334,inactive_spike,account,medium,2,814,29,1
1335,rejected_claims_volume,claims,high,3,327,6,1
1336,rejected_claims_volume,claims,medium,2,130,10,0
1337,pending_purchases,commerce,critical,4,379,26,1
1338,lead_spike,commerce,critical,4,886,24,1
1339,claim_burst,account,low,1,156,29,1
1340,duplicate_email,catalog,low,1,104,6,1
1341,reject_rate,catalog,high,3,325,2,1
1342,lead_spike,commerce,high,3,356,11,1
1343,lead_spike,catalog,low,1,348,10,1
1344,pending_purchases,account,low,1,362,23,1
1345,stale_pending_policies,catalog,high,3,779,18,1
1346,pending_purchases,commerce,medium,2,73,26,1
1347,pending_purchases,account,critical,4,41,2,1
1348,pending_purchases,commerce,medium,2,421,30,1
1349,duplicate_email,account,medium,2,106,22,1
1350,stale_pending_policies,catalog,low,1,244,2,0
1351,lead_spike,claims,medium,2,387,18,1
1352,inactive_spike,claims,critical,4,491,26,1
1353,pending_purchases,claims,high,3,573,24,1
1354,unverified_provider,account,medium,2,702,20,1
1355,other,commerce,low,1,729,29,1
1356,stale_pending_policies,catalog,medium,2,10,11,0
1357,pending_purchases,catalog,low,1,665,16,0
1358,inactive_spike,account,low,1,584,13,1
1359,lead_spike,commerce,low,1,456,30,1
1360,stale_pending_policies,catalog,high,3,499,28,1
1361,stale_pending_policies,claims,low,1,424,4,0
1362,rejected_claims_volume,claims,medium,2,245,8,0
1363,duplicate_email,commerce,high,3,294,2,0
1364,rejected_claims_volume,catalog,critical,4,612,24,1
1365,rejected_claims_volume,claims,critical,4,878,10,1
1366,inactive_spike,account,high,3,191,21,1
1367,stale_pending_policies,account,critical,4,889,6,1
1368,lead_spike,commerce,low,1,337,1,1
1369,pending_purchases,commerce,low,1,865,29,1
1370,stale_pending_policies,commerce,medium,2,181,26,1
1371,inactive_spike,account,high,3,226,30,1
1372,unverified_provider,account,critical,4,548,9,1
1373,pending_purchases,commerce,low,1,547,9,0
1374,unverified_provider,commerce,critical,4,899,19,1
1375,unverified_provider,account,low,1,303,9,1
1376,claim_burst,account,medium,2,566,23,1
1377,unverified_provider,catalog,high,3,74,18,1
1378,unverified_provider,commerce,low,1,760,26,1
1379,lead_spike,catalog,medium,2,183,30,1
1380,other,commerce,high,3,840,24,1
1381,pending_purchases,commerce,medium,2,87,28,1
1382,duplicate_email,account,critical,4,352,6,1
1383,pending_purchases,commerce,low,1,699,3,0
1384,unverified_provider,claims,critical,4,827,19,1
1385,lead_spike,claims,low,1,614,28,1
1386,duplicate_email,account,high,3,243,8,1
1387,inactive_spike,catalog,low,1,655,23,1
1388,claim_burst,claims,critical,4,599,4,1
1389,other,commerce,medium,2,815,13,1
1390,claim_burst,claims,critical,4,189,18,1
1391,inactive_spike,account,critical,4,108,3,1
1392,stale_pending_policies,commerce,low,1,627,22,1
1393,other,catalog,critical,4,703,5,1
1394,lead_spike,catalog,critical,4,295,18,1
1395,claim_burst,claims,medium,2,611,21,1
1396,claim_burst,claims,critical,4,516,16,1
1397,inactive_spike,claims,high,3,855,11,0
1398,unverified_provider,commerce,medium,2,763,15,1
1399,duplicate_email,catalog,low,1,594,2,1
1400,duplicate_email,claims,medium,2,208,25,1
1401,rejected_claims_volume,catalog,medium,2,367,21,1
1402,inactive_spike,commerce,low,1,256,11,0
1403,duplicate_email,account,high,3,15,20,1
1404,duplicate_email,account,critical,4,537,27,1
1405,rejected_claims_volume,catalog,low,1,651,24,1
1406,unverified_provider,catalog,low,1,162,27,1
1407,rejected_claims_volume,catalog,high,3,785,30,1
1408,duplicate_email,catalog,high,3,358,1,0
1409,reject_rate,account,low,1,537,14,1
1410,reject_rate,catalog,low,1,811,29,1
1411,inactive_spike,account,medium,2,406,28,1
1412,lead_spike,commerce,critical,4,711,25,1
1413,other,claims,low,1,85,6,0
1414,inactive_spike,claims,high,3,401,28,0
1415,stale_pending_policies,catalog,critical,4,204,23,1
1416,lead_spike,account,high,3,424,7,1
1417,claim_burst,claims,high,3,755,13,1
1418,other,catalog,critical,4,79,3,1
1419,pending_purchases,commerce,critical,4,50,28,1
1420,unverified_provider,account,medium,2,846,29,1
1421,rejected_claims_volume,claims,critical,4,405,8,1
1422,rejected_claims_volume,claims,high,3,648,15,1
1423,rejected_claims_volume,claims,critical,4,61,28,1
1424,rejected_claims_volume,claims,high,3,666,1,1
1425,unverified_provider,claims,medium,2,753,22,1
1426,duplicate_email,account,medium,2,7,18,1
1427,reject_rate,catalog,critical,4,3,27,1
1428,stale_pending_policies,claims,medium,2,425,9,0
1429,inactive_spike,commerce,high,3,756,20,1
1430,rejected_claims_volume,account,low,1,484,15,1
1431,reject_rate,catalog,low,1,514,15,1
1432,duplicate_email,account,medium,2,634,18,1
1433,stale_pending_policies,catalog,low,1,201,27,1
1434,unverified_provider,commerce,low,1,176,15,1
1435,rejected_claims_volume,claims,critical,4,285,30,1
1436,stale_pending_policies,catalog,critical,4,240,9,1
1437,inactive_spike,account,medium,2,167,5,0
1438,rejected_claims_volume,claims,medium,2,538,25,1
1439,rejected_claims_volume,claims,medium,2,212,8,0
1440,unverified_provider,catalog,high,3,711,29,1
1441,other,account,low,1,606,30,1
1442,rejected_claims_volume,account,low,1,108,25,1
1443,stale_pending_policies,catalog,high,3,384,24,1
1444,stale_pending_policies,catalog,medium,2,789,22,1
1445,other,account,medium,2,222,6,0
1446,reject_rate,catalog,critical,4,801,16,1
1447,inactive_spike,account,critical,4,423,23,1
1448,other,commerce,critical,4,820,24,1
1449,stale_pending_policies,catalog,low,1,458,16,1
1450,rejected_claims_volume,account,medium,2,546,27,1
1451,inactive_spike,account,low,1,73,29,1
1452,other,catalog,critical,4,513,9,1
1453,stale_pending_policies,catalog,critical,4,19,21,1
1454,claim_burst,commerce,high,3,798,11,1
1455,lead_spike,catalog,low,1,153,5,1
1456,claim_burst,commerce,high,3,395,5,1
1457,stale_pending_policies,catalog,low,1,658,19,1
1458,claim_burst,claims,low,1,738,5,1
1459,reject_rate,account,high,3,383,14,1
1460,pending_purchases,commerce,high,3,207,9,1
1461,claim_burst,claims,high,3,183,16,1
1462,other,account,critical,4,815,28,0
1463,stale_pending_policies,catalog,high,3,813,3,1
1464,unverified_provider,account,medium,2,483,3,0
1465,pending_purchases,catalog,medium,2,509,5,1
1466,pending_purchases,claims,medium,2,588,16,1
1467,claim_burst,claims,high,3,480,1,1
1468,lead_spike,commerce,medium,2,522,28,1
1469,other,account,low,1,257,28,1
1470,pending_purchases,claims,critical,4,137,16,0
1471,lead_spike,claims,high,3,317,10,1
1472,reject_rate,account,critical,4,71,8,1
1473,inactive_spike,catalog,low,1,142,8,0
1474,reject_rate,claims,critical,4,172,4,1
1475,pending_purchases,commerce,medium,2,191,5,0
1476,duplicate_email,catalog,critical,4,98,3,1
1477,other,catalog,medium,2,229,24,1
1478,claim_burst,claims,high,3,89,21,0
1479,other,catalog,high,3,101,23,1
1480,rejected_claims_volume,claims,low,1,486,19,1
1481,unverified_provider,commerce,high,3,708,3,1
1482,unverified_provider,account,medium,2,270,20,1
1483,other,account,high,3,128,21,1
1484,other,catalog,medium,2,614,16,1
1485,pending_purchases,claims,low,1,626,5,0
1486,other,account,low,1,180,9,0
1487,reject_rate,claims,low,1,97,26,1
1488,rejected_claims_volume,claims,low,1,186,20,1
1489,reject_rate,catalog,low,1,117,4,0
1490,duplicate_email,account,low,1,296,9,1
1491,stale_pending_policies,catalog,high,3,488,2,1
1492,duplicate_email,claims,critical,4,876,2,1
1493,lead_spike,catalog,critical,4,617,21,1
1494,claim_burst,account,high,3,597,16,0
1495,duplicate_email,claims,high,3,322,18,1
1496,reject_rate,catalog,low,1,296,4,0
1497,inactive_spike,account,medium,2,395,25,1
1498,claim_burst,claims,high,3,140,27,1
1499,claim_burst,commerce,low,1,601,21,1
1500,stale_pending_policies,account,high,3,346,20,1
1501,inactive_spike,commerce,high,3,236,26,1
1502,stale_pending_policies,catalog,low,1,120,7,0
1503,unverified_provider,account,critical,4,497,18,1
1504,lead_spike,catalog,high,3,289,2,1
1505,pending_purchases,catalog,high,3,363,7,1
1506,inactive_spike,account,critical,4,367,30,1
1507,unverified_provider,claims,low,1,383,23,1
1508,rejected_claims_volume,account,low,1,37,13,1
1509,claim_burst,account,low,1,354,4,1
1510,inactive_spike,account,medium,2,198,23,1
1511,unverified_provider,account,critical,4,350,22,1
1512,duplicate_email,commerce,low,1,571,28,1
1513,reject_rate,catalog,low,1,623,19,1
1514,reject_rate,commerce,critical,4,728,2,1
1515,reject_rate,claims,low,1,78,26,1
1516,other,catalog,critical,4,84,11,1
1517,stale_pending_policies,claims,medium,2,505,18,1
1518,lead_spike,commerce,critical,4,578,9,1
1519,lead_spike,commerce,medium,2,165,6,1
1520,lead_spike,commerce,low,1,781,9,1
1521,unverified_provider,account,high,3,109,3,1
1522,reject_rate,claims,high,3,50,23,1
1523,lead_spike,catalog,medium,2,535,19,1
1524,unverified_provider,catalog,high,3,300,28,1
1525,lead_spike,catalog,critical,4,566,21,0
1526,pending_purchases,commerce,high,3,522,30,0
1527,inactive_spike,commerce,medium,2,290,15,1
1528,rejected_claims_volume,claims,high,3,302,27,1
1529,claim_burst,claims,critical,4,379,12,1
1530,pending_purchases,commerce,critical,4,72,2,1
1531,rejected_claims_volume,claims,critical,4,687,9,1
1532,unverified_provider,account,high,3,284,20,1
1533,duplicate_email,account,high,3,77,18,1
1534,reject_rate,catalog,high,3,283,28,1
1535,pending_purchases,account,medium,2,71,22,1
1536,claim_burst,claims,critical,4,318,20,1
1537,reject_rate,commerce,high,3,217,1,1
1538,inactive_spike,account,medium,2,738,12,1
1539,unverified_provider,account,medium,2,64,11,0
1540,unverified_provider,claims,high,3,846,30,1
1541,lead_spike,commerce,critical,4,845,28,1
1542,reject_rate,claims,low,1,334,16,1
1543,claim_burst,claims,low,1,54,2,1
1544,claim_burst,account,medium,2,368,13,1
1545,inactive_spike,account,critical,4,561,15,1
1546,lead_spike,commerce,critical,4,145,7,1
1547,lead_spike,account,critical,4,45,2,1
1548,stale_pending_policies,claims,low,1,666,18,1
1549,pending_purchases,commerce,low,1,774,15,1
1550,rejected_claims_volume,catalog,high,3,63,17,1
1551,lead_spike,claims,high,3,199,24,1
1552,lead_spike,commerce,high,3,186,30,1
1553,claim_burst,catalog,low,1,288,29,1
1554,stale_pending_policies,catalog,high,3,299,8,1
1555,lead_spike,commerce,critical,4,432,3,1
1556,inactive_spike,catalog,medium,2,628,6,0
1557,claim_burst,commerce,medium,2,819,8,1
1558,inactive_spike,catalog,high,3,86,26,0
1559,lead_spike,catalog,critical,4,758,3,1
1560,other,catalog,high,3,120,21,0
1561,reject_rate,catalog,high,3,319,12,1
1562,duplicate_email,commerce,medium,2,67,22,1
1563,other,claims,critical,4,171,27,1
1564,inactive_spike,claims,high,3,895,10,1
1565,pending_purchases,commerce,critical,4,596,5,1
1566,claim_burst,catalog,low,1,288,28,1
1567,stale_pending_policies,commerce,high,3,43,27,0
1568,rejected_claims_volume,claims,high,3,59,3,1
1569,claim_burst,claims,high,3,199,26,0
1570,rejected_claims_volume,claims,low,1,524,3,0
1571,pending_purchases,catalog,critical,4,328,13,1
1572,inactive_spike,account,low,1,396,29,1
1573,duplicate_email,commerce,medium,2,792,30,1
1574,other,catalog,low,1,566,22,1
1575,duplicate_email,account,medium,2,579,17,0
1576,stale_pending_policies,account,medium,2,670,20,1
1577,stale_pending_policies,catalog,low,1,420,26,1
1578,unverified_provider,account,critical,4,85,7,1
1579,claim_burst,account,critical,4,225,2,1
1580,claim_burst,claims,critical,4,633,3,1
1581,pending_purchases,commerce,low,1,407,12,1
1582,claim_burst,claims,low,1,121,5,1
1583,rejected_claims_volume,account,critical,4,405,10,1
1584,duplicate_email,claims,low,1,247,15,1
1585,unverified_provider,claims,medium,2,95,5,0
1586,reject_rate,catalog,low,1,567,12,1
1587,inactive_spike,account,critical,4,192,14,1
1588,lead_spike,account,critical,4,643,25,1
1589,rejected_claims_volume,catalog,low,1,625,3,0
1590,claim_burst,claims,critical,4,827,7,1
1591,inactive_spike,catalog,high,3,626,17,1
1592,rejected_claims_volume,claims,high,3,849,28,1
1593,inactive_spike,account,medium,2,899,16,1
1594,pending_purchases,catalog,critical,4,790,1,1
1595,rejected_claims_volume,commerce,high,3,170,7,1
1596,unverified_provider,account,medium,2,872,3,0
1597,rejected_claims_volume,account,high,3,179,22,1
1598,stale_pending_policies,catalog,low,1,116,22,1
1599,lead_spike,account,critical,4,317,18,1
1600,reject_rate,claims,medium,2,422,6,0
1601,duplicate_email,claims,critical,4,39,10,1
1602,lead_spike,account,high,3,71,20,1
1603,pending_purchases,commerce,medium,2,173,16,1
1604,duplicate_email,claims,high,3,574,2,1
1605,inactive_spike,claims,low,1,714,25,0
1606,lead_spike,claims,low,1,714,4,1
1607,unverified_provider,commerce,critical,4,133,12,1
1608,inactive_spike,account,low,1,176,16,1
1609,rejected_claims_volume,claims,medium,2,175,7,0
1610,lead_spike,claims,high,3,629,1,1
1611,lead_spike,commerce,high,3,90,12,1
1612,lead_spike,commerce,medium,2,713,13,1
1613,unverified_provider,commerce,high,3,835,25,1
1614,rejected_claims_volume,claims,high,3,732,3,1
1615,stale_pending_policies,catalog,low,1,523,5,0
1616,pending_purchases,commerce,medium,2,238,15,1
1617,lead_spike,commerce,low,1,754,9,1
1618,other,account,low,1,721,17,1
1619,stale_pending_policies,catalog,high,3,521,30,1
1620,unverified_provider,catalog,critical,4,134,10,1
1621,stale_pending_policies,account,low,1,73,26,1
1622,duplicate_email,claims,medium,2,477,13,1
1623,lead_spike,commerce,critical,4,633,16,1
1624,other,claims,critical,4,865,6,1
1625,lead_spike,commerce,medium,2,683,17,0
1626,rejected_claims_volume,catalog,critical,4,211,12,1
1627,unverified_provider,account,critical,4,844,5,0
1628,reject_rate,catalog,high,3,528,30,1
1629,stale_pending_policies,catalog,high,3,698,1,1
1630,pending_purchases,account,critical,4,109,3,1
1631,rejected_claims_volume,claims,medium,2,772,23,1
1632,pending_purchases,account,low,1,807,3,0
1633,claim_burst,commerce,high,3,825,24,1
1634,unverified_provider,claims,medium,2,487,3,1
1635,duplicate_email,account,medium,2,273,29,1
1636,lead_spike,commerce,high,3,771,18,1
1637,claim_burst,account,critical,4,524,20,1
1638,lead_spike,commerce,high,3,668,29,1
1639,duplicate_email,account,low,1,296,20,1
1640,lead_spike,commerce,low,1,109,16,1
1641,rejected_claims_volume,catalog,medium,2,551,26,1
1642,claim_burst,catalog,high,3,189,21,1
1643,reject_rate,account,medium,2,722,12,0
1644,other,commerce,high,3,512,3,1
1645,rejected_claims_volume,claims,low,1,616,9,0
1646,stale_pending_policies,claims,high,3,94,5,1
1647,stale_pending_policies,account,low,1,612,26,1
1648,pending_purchases,claims,high,3,113,27,1
1649,duplicate_email,catalog,high,3,227,5,1
1650,claim_burst,account,critical,4,662,26,1
1651,lead_spike,commerce,medium,2,410,16,1
1652,reject_rate,catalog,medium,2,63,11,0
1653,rejected_claims_volume,claims,critical,4,761,25,1
1654,claim_burst,commerce,medium,2,469,1,1
1655,inactive_spike,claims,low,1,472,29,1
1656,reject_rate,catalog,low,1,803,2,0
1657,pending_purchases,account,critical,4,322,10,1
1658,other,catalog,critical,4,251,24,1
1659,inactive_spike,commerce,high,3,852,13,1
1660,lead_spike,account,high,3,712,5,1
1661,lead_spike,catalog,high,3,475,25,1
1662,reject_rate,catalog,high,3,181,29,1
1663,duplicate_email,account,high,3,349,30,1
1664,lead_spike,catalog,critical,4,231,8,1
1665,unverified_provider,account,low,1,852,27,1
1666,reject_rate,commerce,medium,2,714,13,1
1667,inactive_spike,account,low,1,84,10,0
1668,rejected_claims_volume,claims,low,1,790,8,0
1669,inactive_spike,claims,medium,2,76,2,0
1670,unverified_provider,account,medium,2,39,30,1
1671,unverified_provider,account,low,1,164,22,1
1672,stale_pending_policies,catalog,high,3,101,28,1
1673,stale_pending_policies,commerce,high,3,767,2,0
1674,rejected_claims_volume,claims,medium,2,386,9,0
1675,duplicate_email,account,low,1,606,15,1
1676,lead_spike,claims,low,1,203,9,0
1677,lead_spike,commerce,low,1,168,27,1
1678,reject_rate,commerce,medium,2,667,14,1
1679,reject_rate,catalog,critical,4,34,7,1
1680,inactive_spike,catalog,critical,4,31,8,1
1681,reject_rate,claims,critical,4,230,28,1
1682,inactive_spike,account,low,1,800,29,1
1683,reject_rate,claims,critical,4,669,3,1
1684,duplicate_email,account,medium,2,415,28,1
1685,lead_spike,claims,medium,2,831,5,1
1686,inactive_spike,claims,low,1,272,23,1
1687,other,commerce,high,3,656,13,1
1688,unverified_provider,account,low,1,14,21,1
1689,unverified_provider,account,low,1,889,27,0
1690,rejected_claims_volume,account,high,3,540,7,1
1691,claim_burst,claims,critical,4,147,23,1
1692,other,claims,critical,4,754,22,1
1693,inactive_spike,account,low,1,119,5,0
1694,unverified_provider,claims,high,3,589,17,1
1695,duplicate_email,claims,low,1,197,22,1
1696,duplicate_email,account,critical,4,732,12,1
1697,claim_burst,account,low,1,77,19,1
1698,lead_spike,account,low,1,247,18,1
1699,lead_spike,commerce,critical,4,263,23,1
1700,duplicate_email,catalog,critical,4,93,27,1
1701,inactive_spike,account,high,3,832,13,1
1702,duplicate_email,catalog,medium,2,250,20,1
1703,other,claims,high,3,361,30,1
1704,reject_rate,account,low,1,102,12,1
1705,other,account,critical,4,863,28,0
1706,lead_spike,claims,high,3,796,11,1
1707,duplicate_email,account,critical,4,621,17,1
1708,other,claims,high,3,222,9,1
1709,other,commerce,critical,4,429,15,1
1710,unverified_provider,claims,high,3,801,6,1
1711,pending_purchases,catalog,critical,4,577,23,1
1712,lead_spike,catalog,low,1,578,29,1
1713,inactive_spike,account,high,3,269,14,1
1714,other,claims,high,3,430,17,1
1715,inactive_spike,commerce,critical,4,343,25,1
1716,stale_pending_policies,catalog,low,1,563,7,0
1717,stale_pending_policies,catalog,low,1,185,30,1
1718,reject_rate,catalog,critical,4,371,2,1
1719,claim_burst,commerce,medium,2,241,21,1
1720,inactive_spike,account,low,1,499,25,1
1721,pending_purchases,account,critical,4,536,16,1
1722,lead_spike,commerce,medium,2,831,8,1
1723,pending_purchases,catalog,low,1,429,8,0
1724,unverified_provider,catalog,critical,4,570,16,0
1725,pending_purchases,commerce,medium,2,630,29,1
1726,inactive_spike,catalog,critical,4,376,6,1
1727,lead_spike,commerce,high,3,345,20,1
1728,other,account,low,1,318,22,1
1729,unverified_provider,account,medium,2,826,26,0
1730,pending_purchases,catalog,medium,2,125,15,1
1731,unverified_provider,claims,medium,2,68,24,1
1732,duplicate_email,catalog,medium,2,459,7,1
1733,claim_burst,claims,critical,4,610,17,1
1734,rejected_claims_volume,claims,high,3,685,1,0
1735,unverified_provider,catalog,medium,2,442,1,0
1736,other,commerce,critical,4,823,30,1
1737,unverified_provider,account,high,3,66,18,1
1738,rejected_claims_volume,account,medium,2,764,2,0
1739,inactive_spike,claims,high,3,463,16,1
1740,unverified_provider,account,high,3,349,29,1
1741,claim_burst,catalog,critical,4,236,12,1
1742,reject_rate,account,high,3,787,23,1
1743,duplicate_email,claims,high,3,795,5,1
1744,pending_purchases,account,high,3,665,25,1
1745,rejected_claims_volume,claims,medium,2,445,9,0
1746,rejected_claims_volume,claims,high,3,105,2,1
1747,inactive_spike,account,critical,4,18,5,1
1748,unverified_provider,account,high,3,536,6,1
1749,duplicate_email,catalog,low,1,498,20,1
1750,inactive_spike,account,high,3,552,8,1
1751,pending_purchases,claims,critical,4,120,5,1
1752,claim_burst,commerce,critical,4,811,23,1
1753,duplicate_email,catalog,medium,2,802,21,0
1754,pending_purchases,account,high,3,586,20,1
1755,pending_purchases,commerce,low,1,379,6,0
1756,pending_purchases,catalog,high,3,771,10,1
1757,inactive_spike,catalog,medium,2,516,4,0
1758,other,catalog,high,3,395,21,1
1759,unverified_provider,account,medium,2,602,29,1
1760,duplicate_email,account,high,3,666,5,1
1761,unverified_provider,catalog,high,3,705,11,1
1762,lead_spike,commerce,low,1,428,22,1
1763,other,commerce,high,3,659,28,0
1764,stale_pending_policies,catalog,low,1,508,27,1
1765,reject_rate,catalog,high,3,114,8,1
1766,rejected_claims_volume,claims,low,1,301,9,0
1767,pending_purchases,commerce,low,1,592,2,0
1768,other,claims,medium,2,375,8,0
1769,reject_rate,catalog,low,1,695,1,1
1770,rejected_claims_volume,catalog,medium,2,146,14,1
1771,reject_rate,catalog,low,1,431,23,1
1772,rejected_claims_volume,claims,medium,2,22,29,1
1773,inactive_spike,claims,low,1,781,28,0
1774,duplicate_email,commerce,high,3,814,11,1
1775,lead_spike,commerce,high,3,375,19,1
1776,pending_purchases,catalog,medium,2,204,23,1
1777,lead_spike,catalog,medium,2,860,16,1
1778,inactive_spike,account,critical,4,738,26,1
1779,lead_spike,commerce,medium,2,747,18,1
1780,duplicate_email,claims,high,3,364,25,0
1781,unverified_provider,account,high,3,17,23,1
1782,rejected_claims_volume,account,high,3,500,26,1
1783,reject_rate,catalog,medium,2,824,14,1
1784,stale_pending_policies,catalog,critical,4,343,19,1
1785,stale_pending_policies,catalog,critical,4,6,29,1
1786,inactive_spike,account,high,3,880,14,1
1787,lead_spike,account,high,3,531,3,1
1788,other,claims,critical,4,737,2,1
1789,stale_pending_policies,catalog,medium,2,876,18,1
1790,rejected_claims_volume,claims,critical,4,527,12,1
1791,lead_spike,catalog,critical,4,642,8,1
1792,claim_burst,claims,low,1,391,20,1
1793,rejected_claims_volume,commerce,medium,2,379,27,1
1794,stale_pending_policies,catalog,low,1,287,8,1
1795,inactive_spike,account,medium,2,851,25,1
1796,lead_spike,catalog,critical,4,400,15,1
1797,claim_burst,claims,critical,4,296,12,1
1798,claim_burst,claims,low,1,188,3,1
1799,other,commerce,medium,2,896,26,1
1800,reject_rate,catalog,high,3,128,28,1
1801,reject_rate,catalog,medium,2,4,25,1
1802,inactive_spike,commerce,low,1,333,24,1
1803,other,commerce,medium,2,768,21,1
1804,claim_burst,account,low,1,565,23,1
1805,duplicate_email,catalog,critical,4,632,19,1
1806,reject_rate,claims,medium,2,10,27,1
1807,other,catalog,medium,2,492,28,1
1808,claim_burst,claims,low,1,814,4,1
1809,pending_purchases,commerce,medium,2,464,10,1
1810,rejected_claims_volume,account,high,3,807,22,1
1811,duplicate_email,commerce,critical,4,742,4,1
1812,unverified_provider,account,high,3,68,9,1
1813,duplicate_email,account,critical,4,731,2,1
