id,claim_type,policy_category,city,city_region,estimated_amount_pkr,description_length,days_incident_to_submit,amount_to_premium_ratio,user_claims_7d,user_claims_30d,user_rejected_claims,status,high_risk
1983,auto,pet,peshawar,kpk,80666,61,45,17.9617,4,7,1,rejected,1
1984,accident,auto,faisalabad,punjab,185005,61,26,10.4434,0,6,0,in_review,0
1985,home,life,islamabad,islamabad,36190,64,0,1.7311,2,7,2,rejected,0
1986,auto,home,faisalabad,punjab,54870,64,1,4.785,0,0,0,in_review,0
1987,damage,pet,faisalabad,punjab,22491,53,41,1.5375,0,5,1,rejected,1
1988,theft,home,lahore,punjab,48590,53,38,17.766,0,3,0,approved,1
1989,pet_care,others,lahore,punjab,378627,64,14,52.7042,1,3,0,rejected,1
1990,accident,others,mardan,kpk,14137,58,14,1.5638,0,0,0,submitted,0
1991,pet,home,sukkur,sindh,19080,61,40,4.545,0,2,1,in_review,1
1992,pet_care,pet,islamabad,islamabad,51359,58,12,31.664,1,3,3,approved,0
1993,theft,life,rawalpindi,punjab,31051,64,26,1.329,1,7,1,submitted,0
1994,auto,pet,mardan,kpk,37306,53,8,7.9038,0,1,0,in_review,1
1995,auto,auto,hyderabad,sindh,19884,61,27,1.3567,0,4,1,approved,0
1996,medical,pet,abbottabad,kpk,12609,56,20,0.8689,0,5,0,approved,0
1997,other,others,multan,punjab,40672,64,20,3.4124,1,4,0,submitted,0
1998,other,pet,karachi,sindh,99609,64,34,8.8849,0,0,2,in_review,1
1999,life,home,quetta,balochistan,20205,45,12,1.4231,3,4,0,in_review,1
2000,home,home,sukkur,sindh,28078,61,19,1.4808,0,6,0,approved,1
2001,other,auto,gujranwala,punjab,54347,58,33,5.2565,1,4,0,submitted,1
2002,medical,home,quetta,balochistan,41812,56,6,6.822,0,0,0,submitted,0
2003,accident,pet,gujranwala,punjab,23714,56,22,3.34,4,5,0,rejected,1
2004,medical,home,abbottabad,kpk,36209,44,8,1.8217,1,4,0,submitted,0
2005,other,pet,sialkot,punjab,28954,44,40,3.1007,4,9,1,submitted,1
2006,theft,life,gujranwala,punjab,25703,44,31,1.7958,0,3,0,submitted,1
2007,home,life,gujranwala,punjab,18993,44,4,1.3852,0,3,2,submitted,0
2008,pet,auto,abbottabad,kpk,38112,53,35,3.711,1,3,0,submitted,1
2009,auto,pet,multan,punjab,37636,58,1,2.3931,0,4,0,in_review,0
2010,auto,others,sukkur,sindh,72386,53,19,8.3616,2,7,0,in_review,0
2011,accident,life,lahore,punjab,26985,56,2,2.3439,0,3,0,approved,1
2012,medical,life,rawalpindi,punjab,91309,58,44,4.2918,0,5,0,rejected,1
2013,other,life,gujranwala,punjab,71707,64,40,3.2148,0,0,0,rejected,1
2014,home,home,sialkot,punjab,87292,64,40,31.639,0,2,0,rejected,1
2015,theft,life,multan,punjab,23139,44,29,1.8144,1,6,0,rejected,1
2016,life,others,islamabad,islamabad,53425,53,9,4.3319,1,5,0,rejected,1
2017,damage,pet,islamabad,islamabad,13936,61,43,1.3721,2,8,0,approved,1
2018,pet,life,hyderabad,sindh,40085,64,43,4.5443,0,2,2,in_review,1
2019,auto,home,quetta,balochistan,138142,53,37,6.4919,0,0,0,in_review,1
2020,home,life,quetta,balochistan,16454,61,2,0.6878,0,1,0,approved,0
2021,medical,auto,hyderabad,sindh,21216,56,27,2.1879,1,3,2,rejected,1
2022,accident,others,gujranwala,punjab,53840,64,0,2.8751,0,1,0,submitted,0
2023,medical,others,peshawar,kpk,124371,64,31,9.9417,0,0,1,rejected,1
2024,damage,pet,hyderabad,sindh,49173,53,11,5.4905,0,1,1,approved,0
2025,home,home,abbottabad,kpk,46443,53,23,4.1992,0,2,0,rejected,1
2026,medical,home,multan,punjab,14927,58,23,1.5128,0,1,0,approved,0
2027,home,life,peshawar,kpk,102059,45,12,44.4702,0,5,0,in_review,0
2028,other,life,multan,punjab,242556,58,10,56.8047,0,5,0,in_review,1
2029,damage,others,faisalabad,punjab,199695,64,24,8.4771,2,5,0,rejected,1
2030,auto,auto,abbottabad,kpk,36564,56,39,1.6903,0,4,0,submitted,1
2031,theft,life,hyderabad,sindh,59300,45,30,6.8658,1,3,0,submitted,0
2032,life,life,sialkot,punjab,372404,64,5,17.7403,2,2,0,in_review,1
2033,damage,home,rawalpindi,punjab,13612,58,15,0.6003,1,1,2,in_review,0
2034,accident,auto,peshawar,kpk,36623,64,25,3.0877,0,6,0,approved,0
2035,medical,life,karachi,sindh,90579,45,19,3.7836,0,5,0,submitted,0
2036,theft,home,faisalabad,punjab,166300,56,28,17.5403,0,6,1,approved,0
2037,pet_care,pet,lahore,punjab,39481,45,0,8.2355,0,5,0,in_review,0
2038,damage,home,quetta,balochistan,117951,61,4,6.0401,0,5,1,submitted,0
2039,accident,auto,sukkur,sindh,85248,58,41,4.2571,4,9,0,approved,1
2040,pet,others,mardan,kpk,54166,64,11,4.6958,0,2,0,in_review,0
2041,theft,home,hyderabad,sindh,32276,64,17,18.0414,2,2,1,in_review,0
2042,medical,pet,lahore,punjab,15606,45,37,0.8285,1,7,0,in_review,1
2043,home,pet,peshawar,kpk,14546,61,21,0.8564,2,6,0,submitted,0
2044,medical,pet,hyderabad,sindh,169214,61,43,7.073,1,7,0,in_review,1
2045,damage,pet,quetta,balochistan,116936,64,14,8.349,0,3,0,approved,0
2046,pet,pet,mardan,kpk,57105,44,41,5.2452,1,1,0,submitted,1
2047,damage,pet,karachi,sindh,81463,44,6,9.9224,0,5,0,rejected,1
2048,medical,home,peshawar,kpk,20713,61,34,1.4284,1,4,2,rejected,1
2049,pet,auto,lahore,punjab,23417,53,43,9.6485,0,1,0,approved,1
2050,other,auto,mardan,kpk,158321,45,38,25.3314,1,2,0,approved,1
2051,other,auto,gujranwala,punjab,13939,56,24,3.8612,1,1,0,rejected,1
2052,damage,life,hyderabad,sindh,37395,45,34,6.7197,0,4,1,submitted,1
2053,life,life,abbottabad,kpk,42072,44,33,2.5993,2,5,2,submitted,1
2054,accident,life,rawalpindi,punjab,5000,61,21,0.845,0,5,0,approved,0
2055,accident,pet,faisalabad,punjab,5000,64,45,0.2835,0,1,0,submitted,1
2056,theft,auto,peshawar,kpk,117302,58,22,7.0643,2,7,1,submitted,0
2057,other,life,peshawar,kpk,36756,64,13,2.4584,0,1,0,approved,0
2058,accident,pet,faisalabad,punjab,116201,56,43,7.5167,0,1,1,rejected,1
2059,theft,auto,faisalabad,punjab,52668,64,17,3.1152,1,1,0,approved,0
2060,damage,others,sialkot,punjab,14953,53,32,1.3358,0,3,2,rejected,1
2061,other,others,quetta,balochistan,46106,64,20,8.3044,0,6,0,rejected,1
2062,theft,life,islamabad,islamabad,53298,61,12,3.016,2,2,0,submitted,0
2063,other,life,sialkot,punjab,16576,44,35,1.6643,0,0,0,rejected,1
2064,other,auto,lahore,punjab,49786,64,21,2.9442,1,4,0,in_review,0
2065,other,others,hyderabad,sindh,379112,56,2,63.7914,1,4,0,rejected,1
2066,theft,pet,karachi,sindh,11384,61,12,0.6271,0,3,0,approved,0
2067,medical,life,lahore,punjab,92376,56,41,3.7483,1,6,1,in_review,1
2068,other,others,quetta,balochistan,51820,61,15,5.7444,0,0,0,approved,0
2069,pet_care,life,gujranwala,punjab,79929,64,42,11.4005,0,2,0,in_review,0
2070,other,life,hyderabad,sindh,5000,45,5,0.3338,1,5,0,approved,0
2071,auto,life,lahore,punjab,69819,58,19,3.236,0,4,0,approved,0
2072,life,home,sialkot,punjab,65510,45,20,5.603,1,5,0,rejected,1
2073,theft,home,lahore,punjab,17119,44,39,0.7585,0,4,0,rejected,0
2074,damage,auto,hyderabad,sindh,64517,61,42,4.6005,1,7,0,in_review,1
2075,pet,pet,faisalabad,punjab,5000,53,40,0.2483,1,1,1,rejected,1
2076,pet_care,auto,gujranwala,punjab,46050,61,0,2.0092,0,1,0,rejected,1
2077,medical,auto,quetta,balochistan,65142,53,14,5.751,0,3,0,submitted,0
2078,other,life,mardan,kpk,38303,44,23,14.0768,0,1,1,rejected,1
2079,other,auto,sukkur,sindh,23410,64,13,1.9025,2,2,0,in_review,0
2080,pet,others,quetta,balochistan,18454,61,38,0.844,0,1,0,approved,1
2081,life,pet,sialkot,punjab,23724,53,35,7.9933,0,6,0,in_review,1
2082,pet,others,hyderabad,sindh,93874,61,25,11.1028,0,3,0,in_review,0
2083,auto,home,hyderabad,sindh,167036,64,27,6.8329,0,2,0,approved,0
2084,medical,others,gujranwala,punjab,121704,61,21,4.8767,0,2,0,in_review,1
2085,home,home,sukkur,sindh,32135,61,6,1.78,0,2,0,rejected,1
2086,medical,life,peshawar,kpk,5000,64,17,0.2226,1,1,0,submitted,0
2087,other,auto,hyderabad,sindh,25903,44,45,2.0326,2,8,0,approved,1
2088,pet,others,rawalpindi,punjab,61802,56,2,5.0042,0,6,0,rejected,1
2089,life,pet,mardan,kpk,11799,44,15,1.6502,1,7,1,approved,0
2090,medical,life,sukkur,sindh,7782,64,5,0.5989,1,7,1,submitted,0
2091,auto,others,sialkot,punjab,5603,64,41,1.3171,0,6,2,submitted,1
2092,pet,pet,quetta,balochistan,26581,61,12,1.5582,0,2,0,rejected,1
2093,pet_care,pet,sukkur,sindh,17608,53,15,0.835,0,0,0,rejected,1
2094,home,pet,abbottabad,kpk,53834,45,14,3.5147,2,4,0,in_review,0
2095,auto,auto,abbottabad,kpk,97206,58,25,6.4597,0,5,0,submitted,0
2096,pet_care,pet,quetta,balochistan,63177,53,41,4.5894,3,9,0,in_review,1
2097,home,auto,hyderabad,sindh,83880,61,29,5.0643,1,3,0,rejected,0
2098,life,pet,hyderabad,sindh,7286,53,22,0.5553,0,0,0,submitted,0
2099,medical,home,peshawar,kpk,79474,64,17,3.8247,1,3,0,rejected,1
2100,pet_care,life,sialkot,punjab,93393,61,21,9.8308,0,2,2,rejected,1
2101,damage,pet,karachi,sindh,399047,64,42,156.7965,2,2,0,approved,1
2102,other,home,faisalabad,punjab,259279,64,37,74.8712,2,2,0,submitted,1
2103,theft,home,sukkur,sindh,54946,58,13,11.3642,1,3,0,approved,0
2104,pet_care,pet,hyderabad,sindh,138114,61,41,8.9522,0,5,0,submitted,1
2105,auto,pet,abbottabad,kpk,39581,64,39,1.7339,1,6,0,submitted,1
2106,other,others,sialkot,punjab,40472,56,17,19.7521,1,6,0,rejected,1
2107,damage,pet,karachi,sindh,80953,53,30,7.4515,1,4,0,rejected,0
2108,accident,life,faisalabad,punjab,125391,64,24,14.6024,0,2,0,rejected,1
2109,other,home,gujranwala,punjab,74660,44,10,4.5611,0,6,0,rejected,0
2110,home,others,gujranwala,punjab,115857,58,14,10.7864,1,7,0,approved,0
2111,auto,pet,gujranwala,punjab,35040,53,5,1.9705,2,2,0,rejected,0
2112,home,others,sialkot,punjab,30188,64,5,3.8169,0,4,2,in_review,0
2113,theft,pet,sukkur,sindh,5000,64,39,0.2354,2,6,0,approved,1
2114,pet,pet,sialkot,punjab,28267,53,11,2.1207,0,6,0,rejected,1
2115,other,home,sukkur,sindh,167896,45,12,6.722,2,8,0,in_review,0
2116,other,auto,gujranwala,punjab,7589,58,23,1.1422,1,2,3,approved,0
2117,theft,auto,faisalabad,punjab,21100,44,12,1.1483,0,0,0,submitted,0
2118,medical,home,sialkot,punjab,27563,45,3,1.2246,0,0,0,in_review,0
2119,life,pet,sukkur,sindh,48753,61,3,11.1283,0,4,0,in_review,0
2120,auto,pet,multan,punjab,5000,56,7,0.4345,1,1,0,in_review,0
2121,accident,pet,gujranwala,punjab,6701,64,6,0.2801,0,0,2,submitted,0
2122,auto,others,faisalabad,punjab,212038,56,33,102.6818,0,2,0,approved,1
2123,damage,pet,islamabad,islamabad,19635,61,10,1.091,2,6,1,rejected,0
2124,medical,life,hyderabad,sindh,177475,64,0,8.7543,0,1,0,in_review,0
2125,damage,others,abbottabad,kpk,55174,64,17,3.3567,1,6,0,rejected,1
2126,theft,auto,peshawar,kpk,13971,64,45,1.0783,0,4,2,approved,1
2127,damage,others,karachi,sindh,40051,44,11,19.8076,0,6,0,in_review,0
2128,pet_care,pet,quetta,balochistan,77389,64,21,5.3086,1,1,0,approved,0
2129,other,others,sialkot,punjab,21302,64,13,1.3504,0,3,0,in_review,0
2130,damage,auto,sukkur,sindh,35429,58,32,1.7883,1,4,0,rejected,0
2131,auto,home,karachi,sindh,56073,64,24,2.4696,3,6,1,in_review,1
2132,life,home,quetta,balochistan,45559,53,1,2.2311,0,6,1,in_review,0
2133,pet,others,quetta,balochistan,81371,44,45,6.7405,0,4,1,approved,1
2134,other,home,sialkot,punjab,25830,64,15,2.8242,2,7,0,rejected,1
2135,other,life,mardan,kpk,34446,61,16,3.9398,2,6,1,submitted,0
2136,home,pet,mardan,kpk,19776,56,42,0.8541,2,3,0,rejected,1
2137,accident,home,sukkur,sindh,15489,61,2,1.7898,2,6,0,in_review,0
2138,auto,pet,karachi,sindh,36042,44,25,1.6059,0,4,0,in_review,0
2139,other,life,islamabad,islamabad,34706,64,14,1.7066,1,1,2,in_review,0
2140,home,others,abbottabad,kpk,34953,44,29,5.2184,0,5,0,in_review,0
2141,auto,auto,karachi,sindh,26628,45,41,1.66,1,5,0,in_review,1
2142,pet_care,others,karachi,sindh,58553,61,22,4.452,0,0,0,submitted,0
2143,auto,auto,mardan,kpk,107298,56,32,60.9648,0,0,0,rejected,1
2144,theft,life,peshawar,kpk,47963,56,17,2.8086,0,2,1,rejected,1
2145,other,auto,hyderabad,sindh,31390,44,40,2.2417,0,5,0,approved,1
2146,pet,home,gujranwala,punjab,63847,64,19,36.1739,0,6,0,rejected,1
2147,medical,life,quetta,balochistan,26818,44,20,1.4289,0,0,0,rejected,1
2148,accident,others,karachi,sindh,84085,56,44,4.8389,0,0,0,rejected,1
2149,pet_care,others,peshawar,kpk,223381,61,22,62.6946,0,5,2,rejected,1
2150,home,home,rawalpindi,punjab,169175,53,42,39.3339,1,7,0,submitted,1
2151,home,others,rawalpindi,punjab,102949,44,26,23.2548,0,4,0,submitted,0
2152,pet_care,life,mardan,kpk,34687,45,42,2.3993,1,1,0,in_review,1
2153,damage,others,abbottabad,kpk,24827,56,19,1.0326,0,5,0,in_review,0
2154,damage,others,quetta,balochistan,83414,64,41,3.5418,1,4,0,submitted,1
2155,auto,life,peshawar,kpk,34718,44,19,12.849,1,6,0,in_review,0
2156,auto,others,hyderabad,sindh,35698,56,26,1.5497,3,8,0,in_review,1
2157,accident,pet,karachi,sindh,25033,58,29,1.0328,0,0,0,approved,0
2158,home,life,hyderabad,sindh,46163,45,42,2.8141,2,7,0,submitted,1
2159,home,life,hyderabad,sindh,25897,64,14,1.4468,0,5,0,in_review,0
2160,pet,life,abbottabad,kpk,31839,56,20,2.3142,0,1,0,in_review,0
2161,accident,others,quetta,balochistan,34413,64,31,2.6944,3,3,0,submitted,0
2162,pet,life,abbottabad,kpk,17464,53,10,0.7769,0,5,0,in_review,0
2163,pet_care,home,hyderabad,sindh,5000,45,28,1.0343,0,3,0,submitted,0
2164,medical,life,faisalabad,punjab,25800,64,21,1.3084,0,1,0,in_review,0
2165,auto,home,faisalabad,punjab,30459,64,29,1.8326,1,1,0,approved,0
2166,life,home,karachi,sindh,49891,64,36,3.0104,0,3,1,rejected,1
2167,home,life,abbottabad,kpk,21331,64,7,4.5327,1,7,0,submitted,0
2168,medical,life,multan,punjab,35354,64,43,2.2752,1,5,0,submitted,0
2169,damage,auto,sukkur,sindh,5000,53,13,0.2612,2,8,0,rejected,1
2170,theft,life,multan,punjab,218109,56,19,71.6521,0,2,3,rejected,1
2171,medical,life,hyderabad,sindh,95917,45,28,3.8615,3,5,0,approved,1
2172,accident,home,hyderabad,sindh,208049,61,40,8.8269,2,6,1,submitted,1
2173,pet,auto,islamabad,islamabad,10177,44,30,0.7995,1,7,0,submitted,0
2174,other,home,faisalabad,punjab,62916,56,16,11.1613,0,1,1,approved,0
2175,other,pet,quetta,balochistan,52604,64,9,2.3344,2,8,0,in_review,0
2176,pet_care,life,karachi,sindh,52949,64,43,3.8652,0,0,0,approved,1
2177,pet,life,faisalabad,punjab,26076,64,32,3.0656,1,2,0,approved,1
2178,medical,pet,islamabad,islamabad,39787,44,34,2.5583,2,2,0,rejected,1
2179,theft,life,abbottabad,kpk,21537,64,17,1.1572,2,2,0,rejected,1
2180,auto,home,multan,punjab,40280,44,25,25.9369,0,3,0,approved,0
2181,life,pet,faisalabad,punjab,17011,64,9,0.881,0,3,0,approved,0
2182,damage,home,hyderabad,sindh,7654,61,33,1.2099,1,6,0,submitted,1
2183,medical,home,multan,punjab,116686,61,16,4.9662,0,0,0,approved,0
2184,home,auto,peshawar,kpk,5400,58,2,0.2265,1,2,0,in_review,0
2185,theft,others,hyderabad,sindh,7775,45,23,0.3257,0,4,0,submitted,0
2186,accident,pet,gujranwala,punjab,15012,45,15,2.0738,1,6,2,rejected,1
2187,home,auto,karachi,sindh,172346,58,1,106.9144,0,2,0,rejected,1
2188,other,auto,multan,punjab,48351,53,19,3.5657,1,5,0,approved,0
2189,life,auto,quetta,balochistan,103059,44,21,8.4537,0,1,1,in_review,0
2190,damage,home,gujranwala,punjab,11149,45,12,3.665,1,3,0,submitted,0
2191,accident,auto,sialkot,punjab,31550,45,31,1.4844,2,7,0,approved,1
2192,pet,pet,lahore,punjab,25626,61,44,1.2636,0,0,3,in_review,1
2193,medical,others,peshawar,kpk,16079,44,35,1.3388,0,4,0,submitted,1
2194,auto,home,lahore,punjab,22185,58,41,1.5617,1,6,1,approved,1
2195,life,auto,lahore,punjab,20427,58,26,2.2801,0,6,3,in_review,0
2196,home,home,quetta,balochistan,23748,64,34,15.7272,1,6,1,submitted,1
2197,medical,home,sukkur,sindh,125027,44,21,27.5511,0,0,0,in_review,0
2198,pet_care,pet,karachi,sindh,189360,44,25,35.4275,2,4,0,in_review,0
2199,life,auto,sukkur,sindh,61591,53,24,3.0762,0,2,0,approved,0
2200,other,home,peshawar,kpk,11068,64,33,0.6105,1,1,1,submitted,1
2201,other,auto,islamabad,islamabad,64077,56,13,2.8108,3,9,0,approved,1
2202,life,pet,hyderabad,sindh,48013,53,41,3.0223,1,7,0,submitted,1
2203,life,others,rawalpindi,punjab,10703,64,15,0.6669,0,4,0,rejected,1
2204,accident,pet,sukkur,sindh,89499,53,10,3.9079,0,6,0,rejected,1
2205,other,auto,gujranwala,punjab,15085,64,45,1.4135,2,5,0,in_review,1
2206,accident,pet,peshawar,kpk,48752,61,28,3.8192,0,1,0,approved,0
2207,home,auto,hyderabad,sindh,40971,64,30,1.6427,0,0,3,approved,0
2208,home,life,gujranwala,punjab,38013,58,15,6.14,0,2,3,in_review,0
2209,accident,pet,sukkur,sindh,45059,61,28,2.9255,0,1,0,rejected,1
2210,medical,home,hyderabad,sindh,496029,56,13,189.324,0,3,0,submitted,1
2211,pet,pet,multan,punjab,108070,56,26,4.4244,1,1,0,submitted,0
2212,theft,pet,lahore,punjab,20398,64,35,2.2215,0,0,0,approved,1
2213,life,life,sialkot,punjab,18996,64,45,0.7936,0,3,0,in_review,1
2214,theft,pet,gujranwala,punjab,36204,45,44,1.9195,0,2,0,rejected,1
2215,home,home,quetta,balochistan,24949,58,43,5.3083,0,1,1,rejected,1
2216,auto,home,hyderabad,sindh,94668,53,34,4.9783,0,4,3,submitted,1
2217,medical,others,multan,punjab,42256,64,27,2.9066,1,7,0,submitted,0
2218,damage,auto,rawalpindi,punjab,35216,64,42,2.4038,0,0,0,submitted,0
2219,home,home,mardan,kpk,44390,56,30,8.8762,0,1,0,rejected,0
2220,pet,auto,sukkur,sindh,17219,58,9,1.3184,2,8,0,rejected,1
2221,other,life,sukkur,sindh,42649,64,34,6.2793,2,8,0,submitted,1
2222,other,pet,faisalabad,punjab,116964,44,29,10.8763,1,1,3,in_review,0
2223,pet_care,others,quetta,balochistan,121688,61,10,7.2317,0,4,0,rejected,1
2224,damage,life,abbottabad,kpk,22424,56,30,1.1022,2,4,0,in_review,0
2225,home,life,peshawar,kpk,37606,64,24,2.2582,0,2,2,in_review,0
2226,pet,home,islamabad,islamabad,54633,44,14,8.2353,3,8,0,in_review,1
2227,life,others,islamabad,islamabad,79949,45,0,5.2525,0,2,0,submitted,0
2228,pet_care,auto,karachi,sindh,65427,56,16,4.6684,3,4,0,rejected,0
2229,theft,life,islamabad,islamabad,50215,45,15,2.2693,3,3,1,rejected,1
2230,auto,life,faisalabad,punjab,32860,64,26,3.2946,2,7,0,in_review,0
2231,other,auto,multan,punjab,6228,56,10,0.5058,1,6,0,in_review,0
2232,auto,pet,quetta,balochistan,59884,53,22,3.4981,2,2,1,rejected,1
2233,damage,life,hyderabad,sindh,31198,56,12,3.3757,1,1,0,approved,0
2234,life,pet,faisalabad,punjab,25843,58,32,1.1419,0,5,1,in_review,1
2235,accident,life,rawalpindi,punjab,19004,56,31,0.8441,1,6,0,submitted,1
2236,home,life,peshawar,kpk,47632,61,14,5.3761,1,3,0,rejected,1
2237,other,auto,quetta,balochistan,22332,53,35,0.9277,0,1,0,approved,1
2238,medical,home,hyderabad,sindh,22977,53,43,2.5205,0,1,0,approved,1
2239,damage,life,quetta,balochistan,43168,58,45,2.5265,0,1,0,approved,1
2240,theft,pet,lahore,punjab,23217,64,6,4.137,0,0,0,in_review,0
2241,life,home,quetta,balochistan,94869,64,44,4.57,0,1,2,in_review,1
2242,auto,life,faisalabad,punjab,43110,45,23,10.5714,0,1,0,approved,0
2243,pet,home,peshawar,kpk,94582,44,14,21.0838,1,3,2,approved,0
2244,life,home,sialkot,punjab,35679,58,22,1.4759,3,6,0,rejected,1
2245,pet,auto,gujranwala,punjab,23854,45,8,1.5987,1,7,0,in_review,0
2246,auto,auto,sialkot,punjab,12487,64,20,2.1507,0,0,0,submitted,0
2247,home,pet,peshawar,kpk,33997,53,12,2.1124,1,4,0,approved,0
2248,other,home,faisalabad,punjab,14628,45,26,4.9654,2,7,0,rejected,1
2249,pet,others,sukkur,sindh,7881,44,2,0.3988,1,4,0,submitted,0
2250,pet,others,faisalabad,punjab,142656,64,34,9.6019,0,6,0,submitted,1
2251,accident,life,abbottabad,kpk,54268,56,25,20.463,0,1,0,approved,0
2252,damage,pet,rawalpindi,punjab,5958,58,18,3.8241,0,1,0,in_review,0
2253,accident,pet,sukkur,sindh,122691,53,1,13.9169,0,3,0,in_review,0
2254,pet_care,life,gujranwala,punjab,41258,44,5,1.9272,0,2,0,submitted,0
2255,pet,pet,hyderabad,sindh,7953,45,31,0.5802,0,2,0,approved,1
2256,other,life,islamabad,islamabad,18974,64,5,1.2927,2,7,0,rejected,0
2257,accident,auto,sialkot,punjab,80077,53,21,4.2499,0,3,1,submitted,0
2258,accident,auto,faisalabad,punjab,35703,56,6,2.568,2,2,0,submitted,0
2259,accident,home,rawalpindi,punjab,48792,44,23,4.8285,0,0,0,in_review,0
2260,accident,others,mardan,kpk,67412,53,35,25.0137,1,4,0,submitted,1
2261,pet,pet,rawalpindi,punjab,26610,53,0,2.2835,1,7,0,rejected,1
2262,accident,home,lahore,punjab,15739,44,10,0.7672,1,2,3,submitted,0
2263,pet_care,home,hyderabad,sindh,48426,44,20,2.4073,0,3,0,submitted,0
2264,home,home,sukkur,sindh,62721,56,21,2.9384,0,2,0,approved,1
2265,damage,auto,lahore,punjab,11472,58,29,1.9958,2,2,0,approved,0
2266,pet,others,mardan,kpk,63627,56,33,21.7603,1,5,2,approved,1
2267,auto,pet,karachi,sindh,184761,53,11,63.2094,1,4,0,in_review,0
2268,life,others,lahore,punjab,56292,45,26,2.7292,0,3,0,in_review,0
2269,pet_care,life,gujranwala,punjab,11281,53,25,1.7124,1,2,1,rejected,1
2270,pet_care,life,lahore,punjab,76860,44,7,8.6195,1,5,1,submitted,1
2271,theft,home,gujranwala,punjab,137854,45,7,8.4145,2,8,1,rejected,1
2272,auto,others,rawalpindi,punjab,65602,53,35,5.7274,0,0,0,approved,1
2273,medical,home,sukkur,sindh,161949,64,19,33.0778,3,5,2,rejected,1
2274,theft,pet,islamabad,islamabad,52940,64,28,2.5523,0,3,0,in_review,0
2275,auto,pet,faisalabad,punjab,59825,53,33,5.3434,0,1,0,in_review,1
2276,auto,life,sialkot,punjab,29948,44,30,1.7591,1,4,1,approved,0
2277,life,life,gujranwala,punjab,60403,58,33,2.7761,0,1,0,approved,1
2278,auto,others,gujranwala,punjab,9785,45,19,2.2163,0,3,0,rejected,1
2279,life,life,multan,punjab,73580,58,22,20.2087,3,6,0,approved,1
2280,pet,others,karachi,sindh,23466,56,6,1.0382,0,3,0,in_review,1
2281,pet_care,pet,gujranwala,punjab,24700,61,35,1.3299,1,6,0,in_review,1
2282,pet,home,hyderabad,sindh,82113,64,6,43.2857,4,7,1,approved,1
2283,life,pet,quetta,balochistan,51320,53,19,5.8511,2,8,3,approved,0
2284,theft,home,faisalabad,punjab,32041,44,2,2.0033,1,2,2,in_review,0
2285,theft,life,sialkot,punjab,30784,53,14,1.4733,1,5,0,submitted,0
2286,home,life,rawalpindi,punjab,40824,64,43,4.5375,2,7,0,rejected,1
2287,accident,life,peshawar,kpk,109223,61,24,4.5014,4,5,1,approved,1
2288,other,pet,abbottabad,kpk,13184,61,19,0.8013,1,2,0,submitted,0
2289,damage,auto,quetta,balochistan,27301,53,42,1.375,2,3,1,submitted,1
2290,theft,life,mardan,kpk,23444,58,7,5.7701,2,5,0,approved,0
2291,home,life,sukkur,sindh,92307,45,8,4.1013,2,2,0,in_review,1
2292,other,others,peshawar,kpk,105497,61,16,13.7743,0,1,1,submitted,1
2293,pet_care,life,sialkot,punjab,44401,56,42,2.5481,0,6,3,submitted,1
2294,other,auto,sialkot,punjab,51108,56,39,4.2392,0,0,0,approved,1
2295,theft,home,faisalabad,punjab,29722,58,37,2.4352,0,2,1,approved,1
2296,theft,auto,lahore,punjab,66185,53,8,21.8001,0,2,0,submitted,0
2297,other,home,quetta,balochistan,494340,61,45,20.775,0,1,0,rejected,0
2298,pet_care,life,sukkur,sindh,33311,53,29,5.958,1,4,1,in_review,0
2299,auto,home,peshawar,kpk,22427,44,25,3.7143,0,3,0,rejected,1
2300,damage,auto,karachi,sindh,135798,53,27,13.4747,0,1,0,approved,0
2301,life,pet,gujranwala,punjab,66803,45,36,33.5862,1,6,0,rejected,1
2302,damage,others,rawalpindi,punjab,78429,53,38,3.5156,0,2,0,in_review,1
2303,damage,auto,sialkot,punjab,106214,44,16,14.0458,0,4,0,rejected,1
2304,auto,others,karachi,sindh,15400,53,14,0.8497,0,2,0,approved,0
2305,life,pet,faisalabad,punjab,23563,64,43,1.8938,1,4,0,rejected,1
2306,pet,pet,peshawar,kpk,16524,56,6,5.1509,0,5,0,submitted,0
2307,life,auto,faisalabad,punjab,5995,61,25,0.3993,1,2,0,in_review,0
2308,theft,others,quetta,balochistan,17380,58,42,10.1105,0,1,1,rejected,1
2309,home,pet,islamabad,islamabad,23507,56,36,1.1485,0,3,0,approved,0
2310,life,auto,karachi,sindh,5000,58,25,0.3041,2,2,0,in_review,0
2311,pet_care,auto,multan,punjab,11248,64,15,1.3527,1,5,0,rejected,1
2312,pet,auto,sukkur,sindh,9448,53,45,0.5631,0,5,0,submitted,1
2313,pet_care,others,sialkot,punjab,14411,45,0,2.2542,1,7,0,in_review,0
2314,life,life,islamabad,islamabad,9357,53,27,0.3971,1,3,0,in_review,0
2315,theft,home,lahore,punjab,15460,44,34,1.153,1,2,0,rejected,1
2316,accident,home,multan,punjab,9154,53,8,0.6019,0,1,1,rejected,0
2317,medical,life,abbottabad,kpk,182847,58,12,29.6637,0,1,0,submitted,0
2318,damage,others,lahore,punjab,13025,53,25,0.6097,0,6,2,submitted,0
2319,pet,pet,mardan,kpk,24352,44,0,1.0296,0,2,0,approved,0
2320,auto,pet,gujranwala,punjab,34308,44,34,1.6724,0,5,0,approved,1
