id,claim_type,policy_category,city,city_region,estimated_amount_pkr,description_length,days_incident_to_submit,amount_to_premium_ratio,user_claims_7d,user_claims_30d,user_rejected_claims,status,high_risk
3808,theft,auto,sialkot,punjab,5000,53,18,0.5375,1,2,0,approved,0
3809,theft,home,mardan,kpk,7866,45,24,0.3377,0,4,0,approved,0
3810,other,life,faisalabad,punjab,9820,64,26,1.1079,3,5,3,rejected,1
3811,other,pet,karachi,sindh,73511,45,21,6.3989,0,1,2,rejected,1
3812,damage,home,mardan,kpk,166832,64,10,8.2236,2,8,0,approved,0
3813,pet,pet,quetta,balochistan,26706,61,23,7.4702,1,3,0,submitted,0
3814,theft,auto,islamabad,islamabad,22234,56,23,1.4808,0,3,0,submitted,0
3815,home,home,islamabad,islamabad,11369,44,23,1.0354,0,5,0,approved,0
3816,auto,auto,karachi,sindh,11402,44,24,1.4303,1,3,0,submitted,0
3817,pet_care,pet,abbottabad,kpk,19361,45,16,3.8499,1,7,1,in_review,0
3818,pet_care,pet,multan,punjab,11413,56,21,2.3263,1,3,0,approved,0
3819,pet,pet,multan,punjab,10641,53,10,1.5171,1,3,0,approved,0
3820,medical,auto,multan,punjab,5000,64,6,1.3721,0,5,0,approved,0
3821,medical,life,abbottabad,kpk,59322,44,10,2.6641,0,6,0,approved,0
3822,damage,home,karachi,sindh,38556,64,10,2.0107,0,4,2,rejected,1
3823,pet,pet,peshawar,kpk,15476,61,2,0.6448,1,3,2,rejected,1
3824,pet_care,pet,multan,punjab,9653,61,29,0.6349,0,1,0,submitted,0
3825,theft,auto,faisalabad,punjab,36236,53,7,2.3276,0,0,0,approved,0
3826,medical,auto,hyderabad,sindh,7906,64,15,1.9459,0,6,2,rejected,1
3827,theft,home,faisalabad,punjab,47187,61,21,2.8848,1,4,0,approved,0
3828,damage,home,gujranwala,punjab,26642,45,6,6.0303,1,1,0,approved,0
3829,life,life,mardan,kpk,190166,58,8,7.8927,3,3,3,in_review,1
3830,damage,auto,sialkot,punjab,62694,64,10,6.5408,1,3,0,approved,0
3831,medical,auto,lahore,punjab,72973,61,27,8.1735,0,2,0,approved,0
3832,accident,life,faisalabad,punjab,69345,53,12,6.9665,0,5,0,approved,0
3833,damage,home,multan,punjab,32430,53,16,6.1223,2,8,0,approved,0
3834,home,home,islamabad,islamabad,28610,53,13,1.3387,0,4,2,in_review,1
3835,damage,home,sialkot,punjab,7189,61,6,0.2893,0,4,0,in_review,1
3836,auto,auto,islamabad,islamabad,62921,64,24,7.4445,0,1,0,submitted,0
3837,auto,auto,sukkur,sindh,14677,53,13,0.6371,1,1,0,submitted,0
3838,pet,pet,sialkot,punjab,12705,53,18,0.5238,1,7,0,approved,0
3839,other,home,gujranwala,punjab,58978,64,9,8.7948,1,4,1,in_review,0
3840,pet,pet,hyderabad,sindh,15370,58,21,1.5256,1,4,3,rejected,1
3841,pet_care,pet,karachi,sindh,31130,58,14,2.2295,0,5,0,approved,0
3842,home,home,peshawar,kpk,64022,61,30,5.9439,0,5,0,submitted,0
3843,life,life,sukkur,sindh,67534,56,18,10.3723,2,2,2,rejected,1
3844,damage,auto,lahore,punjab,37369,44,14,10.3889,2,8,2,in_review,1
3845,home,home,sialkot,punjab,16940,64,22,3.0004,0,3,0,approved,0
3846,auto,auto,gujranwala,punjab,44695,53,6,7.4879,1,7,0,approved,0
3847,auto,auto,faisalabad,punjab,50742,53,9,2.5119,1,5,0,approved,0
3848,auto,auto,karachi,sindh,41629,44,27,1.7954,2,2,0,approved,0
3849,pet_care,pet,hyderabad,sindh,10366,53,6,0.4342,0,5,0,submitted,0
3850,accident,life,faisalabad,punjab,41494,56,3,2.1361,0,3,0,approved,0
3851,other,auto,multan,punjab,23612,45,20,6.3885,1,6,1,in_review,1
3852,accident,auto,islamabad,islamabad,100258,61,28,10.8763,4,9,2,approved,0
3853,home,home,peshawar,kpk,20114,44,9,1.6947,1,1,0,approved,0
3854,life,life,sukkur,sindh,88605,64,25,6.1953,1,2,0,approved,0
3855,accident,auto,faisalabad,punjab,46923,64,8,2.7503,0,0,0,rejected,1
3856,home,home,rawalpindi,punjab,162556,64,19,8.7499,0,5,1,approved,0
3857,auto,auto,multan,punjab,13129,61,14,1.5067,4,6,3,rejected,1
3858,accident,auto,mardan,kpk,34948,56,19,3.0851,0,4,0,approved,0
3859,damage,home,faisalabad,punjab,32154,64,20,20.7178,1,3,1,approved,0
3860,other,auto,lahore,punjab,12606,58,25,0.7814,0,1,0,submitted,0
3861,life,life,sialkot,punjab,73962,44,24,3.4142,1,6,0,approved,0
3862,theft,home,multan,punjab,27508,56,15,3.7864,0,0,0,submitted,0
3863,other,pet,rawalpindi,punjab,5108,64,10,0.2431,2,2,0,approved,0
3864,accident,life,quetta,balochistan,8124,53,20,0.3797,0,0,1,approved,0
3865,auto,auto,karachi,sindh,32172,56,28,1.6977,0,3,0,approved,0
3866,home,home,sukkur,sindh,30968,56,30,4.241,1,6,0,approved,0
3867,other,life,islamabad,islamabad,8644,53,11,0.7697,1,4,1,submitted,0
3868,damage,auto,karachi,sindh,43164,44,13,3.8988,4,7,1,in_review,1
3869,life,life,mardan,kpk,30882,64,27,18.7618,3,3,1,in_review,1
3870,auto,auto,islamabad,islamabad,11714,64,20,0.9337,0,1,1,approved,0
3871,life,life,gujranwala,punjab,49161,58,19,7.095,1,1,1,submitted,0
3872,pet_care,pet,karachi,sindh,21536,56,7,12.5209,0,0,1,approved,0
3873,life,life,lahore,punjab,75609,56,19,3.4163,0,1,0,submitted,0
3874,pet,pet,rawalpindi,punjab,35284,61,8,1.7184,4,10,0,rejected,1
3875,theft,auto,sukkur,sindh,5000,45,20,0.2993,0,0,0,approved,0
3876,home,home,mardan,kpk,36350,45,18,1.874,0,2,0,submitted,0
3877,other,life,rawalpindi,punjab,25514,64,21,4.3443,0,0,0,rejected,1
3878,life,life,quetta,balochistan,44529,45,3,2.1885,0,4,0,submitted,0
3879,other,others,peshawar,kpk,31707,64,24,6.8114,1,4,0,approved,0
3880,pet_care,pet,lahore,punjab,8938,53,24,0.3634,0,5,3,in_review,1
3881,damage,home,lahore,punjab,24769,56,2,0.9922,0,3,0,submitted,0
3882,pet,pet,rawalpindi,punjab,6008,45,9,0.4953,0,0,0,approved,0
3883,life,life,lahore,punjab,213644,64,17,13.3444,4,9,1,rejected,1
3884,pet_care,pet,multan,punjab,18506,44,17,1.3748,1,5,0,approved,0
3885,home,home,sukkur,sindh,33301,61,22,4.9364,1,7,0,approved,0
3886,theft,auto,karachi,sindh,182626,64,19,9.1501,0,0,1,approved,0
3887,theft,home,lahore,punjab,29080,56,2,4.1184,0,4,1,in_review,0
3888,auto,auto,sialkot,punjab,16671,53,8,0.9877,1,6,0,approved,0
3889,other,others,mardan,kpk,25736,58,23,2.4986,2,6,1,in_review,1
3890,theft,home,faisalabad,punjab,8627,56,10,0.953,0,0,0,approved,0
3891,life,life,abbottabad,kpk,18655,61,24,1.1139,0,5,0,approved,0
3892,accident,auto,multan,punjab,9188,56,4,0.389,2,4,0,submitted,0
3893,medical,auto,faisalabad,punjab,50846,45,24,2.3892,0,2,0,submitted,0
3894,accident,life,rawalpindi,punjab,33493,56,25,1.4308,0,1,0,approved,0
3895,theft,home,islamabad,islamabad,31141,44,15,1.413,0,0,0,approved,0
3896,home,home,peshawar,kpk,10223,58,2,1.4421,0,1,2,rejected,1
3897,pet,pet,quetta,balochistan,8940,58,30,1.3116,1,5,0,approved,0
3898,theft,auto,hyderabad,sindh,25207,56,1,14.1295,3,9,0,submitted,0
3899,auto,auto,gujranwala,punjab,44008,61,6,1.9679,0,4,0,approved,0
3900,home,home,abbottabad,kpk,16478,61,29,3.4401,0,5,3,in_review,1
3901,accident,auto,islamabad,islamabad,62623,44,8,3.1371,1,4,0,submitted,0
3902,accident,life,hyderabad,sindh,50632,45,4,5.2117,0,2,0,approved,0
3903,pet_care,pet,sialkot,punjab,21918,61,9,4.5605,1,3,0,submitted,0
3904,home,home,sialkot,punjab,66638,61,16,11.2736,0,2,1,approved,0
3905,accident,life,multan,punjab,27698,45,4,6.6058,0,4,0,submitted,0
3906,other,pet,sialkot,punjab,24540,58,15,2.4442,0,1,1,submitted,0
3907,home,home,islamabad,islamabad,20842,64,10,3.2228,1,7,0,submitted,0
3908,damage,auto,hyderabad,sindh,9979,58,2,1.6623,0,6,0,approved,0
3909,auto,auto,rawalpindi,punjab,123826,58,17,13.4725,3,4,1,rejected,1
3910,accident,life,sukkur,sindh,90614,56,11,11.7696,3,4,0,in_review,1
3911,home,home,mardan,kpk,41221,45,16,11.7909,0,0,1,approved,0
3912,pet,pet,hyderabad,sindh,11930,64,24,0.4812,0,1,0,submitted,0
3913,home,home,multan,punjab,19535,58,21,1.6819,1,7,0,approved,0
3914,accident,auto,rawalpindi,punjab,28040,53,6,2.5408,0,5,0,approved,0
3915,life,life,gujranwala,punjab,57378,64,18,5.8317,3,3,3,submitted,1
3916,home,home,peshawar,kpk,113005,45,19,5.8906,0,2,1,approved,0
3917,damage,auto,quetta,balochistan,29905,58,1,4.3753,0,4,0,rejected,1
3918,pet,pet,faisalabad,punjab,30578,64,15,6.873,0,3,0,in_review,0
3919,pet,pet,lahore,punjab,17771,64,12,1.2969,0,6,0,approved,0
3920,life,life,faisalabad,punjab,43668,64,17,18.9696,0,2,0,in_review,0
3921,medical,auto,islamabad,islamabad,56026,64,7,3.4416,3,3,0,rejected,1
3922,medical,auto,multan,punjab,160864,45,3,9.4343,0,5,0,submitted,1
3923,theft,home,rawalpindi,punjab,7295,64,11,0.5221,0,3,0,in_review,0
3924,home,home,islamabad,islamabad,42783,61,27,6.5881,0,6,1,approved,0
3925,medical,life,karachi,sindh,19925,64,28,0.9388,0,2,0,in_review,0
3926,pet_care,pet,islamabad,islamabad,7531,61,27,0.9201,1,2,0,approved,0
3927,theft,auto,gujranwala,punjab,16510,64,25,0.7304,4,6,3,rejected,1
3928,damage,home,sialkot,punjab,41069,64,4,1.9488,0,3,0,approved,0
3929,theft,auto,lahore,punjab,24380,58,24,1.0049,2,3,0,approved,0
3930,auto,auto,multan,punjab,31312,45,2,1.5616,1,6,1,approved,0
3931,damage,auto,lahore,punjab,12733,53,8,2.7923,2,5,1,submitted,0
3932,auto,auto,sukkur,sindh,13931,64,23,0.7626,2,6,1,approved,0
3933,home,home,abbottabad,kpk,26335,58,14,1.3227,0,2,1,approved,0
3934,accident,life,multan,punjab,36013,61,10,2.5538,0,4,3,rejected,1
3935,accident,life,sukkur,sindh,28867,53,10,1.283,0,4,0,approved,0
3936,auto,auto,sukkur,sindh,19513,53,27,0.8266,1,7,0,approved,0
3937,other,others,peshawar,kpk,20604,45,14,3.1428,0,0,1,approved,0
3938,home,home,multan,punjab,79226,64,1,6.6437,0,1,0,approved,0
3939,medical,life,faisalabad,punjab,33176,45,25,3.0289,1,4,0,in_review,0
3940,pet_care,pet,abbottabad,kpk,6406,64,16,1.8958,0,6,1,submitted,0
3941,pet,pet,lahore,punjab,26134,53,26,6.8396,2,8,0,approved,0
3942,life,life,sukkur,sindh,45949,58,1,4.5199,0,5,0,approved,0
3943,auto,auto,hyderabad,sindh,34831,64,13,2.7199,0,0,3,submitted,1
3944,life,life,gujranwala,punjab,13480,64,4,4.2284,1,6,1,submitted,0
3945,pet,pet,karachi,sindh,5000,64,26,1.0936,0,1,1,approved,0
3946,auto,auto,islamabad,islamabad,37621,45,30,1.74,1,5,2,in_review,1
3947,pet_care,pet,lahore,punjab,27523,58,16,1.9634,2,2,2,in_review,1
3948,theft,home,quetta,balochistan,11148,56,4,0.7218,0,4,0,in_review,0
3949,other,life,sukkur,sindh,16157,45,4,0.7284,0,6,0,approved,0
3950,home,home,islamabad,islamabad,101967,64,10,8.9626,0,1,1,approved,0
3951,theft,home,sialkot,punjab,22239,58,22,2.1954,3,7,3,submitted,1
3952,damage,auto,rawalpindi,punjab,30954,53,6,3.1741,3,4,1,in_review,1
3953,pet_care,pet,hyderabad,sindh,7655,45,12,1.3684,1,5,1,approved,0
3954,pet,pet,hyderabad,sindh,10341,56,28,0.6699,0,5,0,submitted,1
3955,other,home,lahore,punjab,27583,61,22,2.4397,0,6,0,approved,0
3956,auto,auto,abbottabad,kpk,15075,64,2,2.2727,0,5,0,approved,0
3957,other,life,islamabad,islamabad,90019,44,23,9.0727,2,4,1,approved,0
3958,life,life,sialkot,punjab,28334,53,23,3.5542,1,2,0,submitted,0
3959,damage,home,quetta,balochistan,46161,44,10,2.7397,1,5,0,submitted,0
3960,other,life,karachi,sindh,9819,64,20,0.4081,0,5,0,in_review,1
3961,pet_care,pet,karachi,sindh,5000,44,30,0.3306,0,1,0,in_review,0
3962,medical,life,multan,punjab,105868,53,7,9.1939,0,3,0,approved,0
3963,pet,pet,islamabad,islamabad,25475,56,9,1.8933,1,7,3,in_review,1
3964,accident,auto,multan,punjab,62735,45,12,6.8736,1,1,2,rejected,1
3965,accident,auto,gujranwala,punjab,58594,61,20,13.2536,2,3,0,approved,0
3966,pet,pet,faisalabad,punjab,15905,61,29,1.2016,0,4,1,submitted,0
3967,life,life,lahore,punjab,133499,45,4,9.8197,2,4,0,approved,0
3968,theft,home,lahore,punjab,21061,64,7,0.9312,0,3,0,approved,0
3969,auto,auto,karachi,sindh,17025,53,13,0.8495,1,7,0,submitted,0
3970,damage,auto,quetta,balochistan,21017,45,20,1.3062,0,1,0,rejected,1
3971,other,others,islamabad,islamabad,5000,56,9,0.2926,1,1,1,submitted,0
3972,auto,auto,gujranwala,punjab,27155,45,28,3.3893,0,2,1,approved,0
3973,other,life,gujranwala,punjab,16135,44,15,5.0835,0,6,0,approved,0
3974,pet,pet,quetta,balochistan,13826,58,19,2.0314,2,6,3,rejected,1
3975,pet_care,pet,sialkot,punjab,5217,44,30,0.2158,0,0,0,approved,0
3976,auto,auto,faisalabad,punjab,24429,64,8,1.4365,0,5,1,rejected,1
3977,other,others,karachi,sindh,19357,53,25,1.3735,0,2,1,submitted,0
3978,accident,auto,mardan,kpk,35956,64,11,1.5295,3,7,1,submitted,1
3979,home,home,mardan,kpk,24986,53,21,3.0271,0,6,0,approved,0
3980,life,life,faisalabad,punjab,19446,58,3,2.2257,0,1,0,approved,0
3981,pet_care,pet,faisalabad,punjab,5393,44,9,0.4301,0,3,2,rejected,1
3982,theft,home,sialkot,punjab,36828,45,28,1.5399,2,4,2,submitted,1
3983,damage,auto,karachi,sindh,43881,61,19,6.5387,1,2,0,approved,0
3984,theft,home,lahore,punjab,21351,61,17,0.9445,1,6,1,approved,0
3985,life,life,sialkot,punjab,36264,56,14,7.4449,0,4,0,in_review,0
3986,accident,life,karachi,sindh,43384,56,20,2.0008,4,8,1,rejected,1
3987,home,home,gujranwala,punjab,18941,53,7,4.6435,0,0,0,approved,0
3988,pet,pet,gujranwala,punjab,5000,45,4,2.0551,0,3,1,approved,0
3989,medical,auto,multan,punjab,28034,64,3,3.9691,2,3,1,submitted,0
3990,auto,auto,multan,punjab,38988,58,19,1.6056,0,5,0,approved,0
3991,pet_care,pet,islamabad,islamabad,5000,64,9,0.6238,2,8,2,rejected,1
3992,pet_care,pet,abbottabad,kpk,45588,45,27,4.1007,0,0,0,approved,0
3993,home,home,islamabad,islamabad,52766,58,10,5.5914,1,4,0,approved,0
3994,accident,life,lahore,punjab,22803,61,29,2.9917,1,6,0,approved,0
3995,damage,auto,faisalabad,punjab,18342,64,11,6.0177,2,7,0,in_review,0
3996,life,life,islamabad,islamabad,83027,44,5,16.5557,0,6,1,approved,0
3997,pet_care,pet,sialkot,punjab,20410,64,0,0.9905,2,6,1,in_review,0
3998,life,life,karachi,sindh,27287,56,21,1.2283,0,4,0,submitted,0
3999,pet,pet,peshawar,kpk,10326,61,3,0.5433,0,0,1,approved,0
4000,home,home,karachi,sindh,40181,64,21,22.8301,1,2,0,submitted,0
4001,home,home,abbottabad,kpk,44399,61,3,2.402,2,4,2,submitted,1
4002,medical,life,multan,punjab,49761,45,7,11.7527,0,1,1,approved,0
4003,auto,auto,quetta,balochistan,20933,61,15,1.6364,1,1,0,approved,0
4004,auto,auto,abbottabad,kpk,14826,58,3,1.1803,0,0,1,approved,0
4005,auto,auto,sukkur,sindh,17736,64,25,3.9006,0,1,0,rejected,1
4006,other,pet,islamabad,islamabad,78732,44,14,3.5311,1,3,0,submitted,0
4007,pet,pet,faisalabad,punjab,10604,56,17,0.5768,0,1,2,rejected,1
4008,life,life,gujranwala,punjab,163520,45,6,58.1922,0,1,0,approved,0
4009,pet,pet,sialkot,punjab,9020,53,13,0.3725,0,6,0,approved,0
4010,medical,auto,faisalabad,punjab,39126,53,25,5.6565,0,6,0,submitted,0
4011,damage,auto,karachi,sindh,11195,64,30,0.7979,2,8,1,rejected,1
4012,other,auto,multan,punjab,16536,44,14,1.1969,0,0,0,in_review,0
4013,pet,pet,multan,punjab,10549,45,24,0.5101,0,5,0,in_review,1
4014,pet_care,pet,peshawar,kpk,5707,58,5,0.598,1,1,2,in_review,1
4015,damage,home,multan,punjab,36338,44,12,8.8371,2,7,0,approved,0
4016,pet_care,pet,sukkur,sindh,11858,58,19,0.6532,0,4,3,rejected,1
4017,life,life,hyderabad,sindh,69166,45,9,2.8282,0,4,1,approved,0
4018,other,home,karachi,sindh,79330,64,18,3.8145,0,4,1,submitted,0
4019,medical,life,quetta,balochistan,17017,44,17,0.9636,0,0,0,in_review,0
4020,home,home,abbottabad,kpk,82550,44,3,9.1916,1,1,1,approved,0
4021,theft,home,multan,punjab,6155,64,19,0.4904,0,0,0,submitted,0
4022,auto,auto,lahore,punjab,38870,58,24,2.0253,0,6,0,approved,0
4023,life,life,faisalabad,punjab,124789,58,13,20.124,0,0,2,rejected,1
4024,pet_care,pet,karachi,sindh,41932,44,21,11.2238,1,7,0,submitted,0
4025,home,home,faisalabad,punjab,40832,64,1,5.5629,2,4,0,approved,0
4026,auto,auto,rawalpindi,punjab,97938,45,6,10.3277,0,6,0,approved,0
4027,life,life,quetta,balochistan,75189,61,26,4.1096,0,0,1,approved,0
4028,pet_care,pet,abbottabad,kpk,31419,45,4,1.4628,1,1,2,submitted,1
4029,life,life,multan,punjab,32292,44,1,7.8246,1,7,0,approved,0
4030,home,home,peshawar,kpk,26816,64,8,1.8508,0,3,0,in_review,0
4031,auto,auto,rawalpindi,punjab,24064,58,24,2.8251,0,5,2,rejected,1
4032,other,others,peshawar,kpk,107885,45,19,13.6771,0,5,1,submitted,1
4033,life,life,lahore,punjab,23057,61,27,4.0737,1,6,0,approved,0
4034,pet_care,pet,lahore,punjab,13369,64,24,0.5475,0,6,3,submitted,1
4035,other,life,mardan,kpk,25256,44,23,1.1995,1,5,0,submitted,0
4036,damage,home,multan,punjab,11028,61,27,0.5367,0,0,0,approved,0
4037,life,life,quetta,balochistan,23096,61,28,2.1185,2,3,0,submitted,0
4038,auto,auto,multan,punjab,15693,64,14,7.505,0,0,0,approved,0
4039,medical,auto,mardan,kpk,107736,64,10,67.3771,3,8,2,rejected,1
4040,other,auto,abbottabad,kpk,19127,44,21,1.2427,0,3,0,approved,0
4041,pet,pet,hyderabad,sindh,5000,61,22,1.3151,0,5,0,approved,0
4042,auto,auto,peshawar,kpk,58715,53,25,6.1708,1,5,1,approved,0
4043,medical,auto,islamabad,islamabad,60198,61,23,3.8648,0,6,0,approved,0
4044,life,life,sukkur,sindh,101436,58,1,6.4568,2,7,1,approved,0
4045,life,life,multan,punjab,46272,64,19,2.0841,0,4,0,approved,0
4046,medical,life,gujranwala,punjab,132825,64,19,18.2377,0,3,0,approved,0
4047,auto,auto,sukkur,sindh,64139,58,14,14.6136,1,4,1,approved,0
4048,life,life,mardan,kpk,56259,64,2,2.6515,0,4,0,approved,0
4049,other,others,multan,punjab,21531,56,13,2.4987,4,5,1,approved,0
4050,damage,auto,sukkur,sindh,23227,45,11,0.9596,0,2,1,approved,0
4051,auto,auto,faisalabad,punjab,14523,53,12,1.723,3,6,0,in_review,1
4052,other,others,sialkot,punjab,186254,64,21,10.8978,0,3,0,submitted,0
4053,medical,auto,sukkur,sindh,71708,56,13,40.4901,1,3,0,approved,0
4054,accident,life,faisalabad,punjab,36941,58,24,3.6012,1,3,1,approved,0
4055,pet_care,pet,multan,punjab,32750,45,12,2.3381,1,4,0,approved,0
4056,life,life,rawalpindi,punjab,9616,61,9,1.503,1,1,1,approved,0
4057,accident,auto,rawalpindi,punjab,9271,64,11,0.5215,2,5,2,submitted,1
4058,other,pet,quetta,balochistan,17624,64,27,0.7281,2,2,0,approved,0
4059,other,home,faisalabad,punjab,26655,64,4,1.6926,0,6,0,in_review,1
4060,other,home,sialkot,punjab,41437,53,29,3.0715,2,7,0,approved,0
4061,home,home,karachi,sindh,20635,44,3,1.6378,1,5,3,in_review,1
4062,medical,auto,abbottabad,kpk,156132,53,19,36.3267,0,0,0,rejected,1
4063,home,home,hyderabad,sindh,19047,61,24,9.8485,1,6,0,submitted,0
4064,medical,auto,faisalabad,punjab,536055,58,21,23.4854,0,5,1,approved,0
4065,medical,life,abbottabad,kpk,73245,56,26,5.303,0,2,0,in_review,0
4066,pet,pet,rawalpindi,punjab,39773,56,0,2.2025,1,1,0,rejected,1
4067,home,home,islamabad,islamabad,40429,45,3,12.5947,0,3,0,approved,0
4068,pet,pet,sialkot,punjab,14185,44,17,1.4,0,0,0,in_review,0
4069,auto,auto,gujranwala,punjab,104269,64,30,6.3033,1,3,0,approved,0
4070,accident,life,karachi,sindh,114245,64,26,8.1779,0,0,0,approved,0
4071,auto,auto,sialkot,punjab,44379,53,28,24.0667,2,2,0,submitted,0
4072,auto,auto,islamabad,islamabad,11287,64,0,0.8487,1,6,0,approved,0
4073,other,auto,islamabad,islamabad,128391,58,9,7.5052,0,3,0,approved,0
4074,medical,auto,islamabad,islamabad,265635,61,34,40.9047,2,2,1,approved,0
4075,pet_care,pet,faisalabad,punjab,5000,56,7,0.4307,0,0,1,approved,0
4076,auto,auto,multan,punjab,12382,53,17,0.712,0,2,0,approved,0
4077,accident,auto,gujranwala,punjab,18898,56,28,1.3361,0,2,0,approved,0
4078,auto,auto,karachi,sindh,17194,64,1,0.909,1,5,0,submitted,0
4079,medical,life,sialkot,punjab,37472,64,17,2.221,0,0,0,rejected,1
4080,other,life,peshawar,kpk,5000,45,26,1.0014,3,5,1,in_review,1
4081,other,life,gujranwala,punjab,20467,61,27,3.9967,2,5,2,rejected,1
4082,pet,pet,gujranwala,punjab,13694,61,27,1.1626,0,6,0,approved,0
4083,home,home,rawalpindi,punjab,20935,56,24,0.9018,0,6,0,approved,0
4084,auto,auto,gujranwala,punjab,78983,61,3,4.3342,0,3,2,rejected,1
4085,medical,auto,sukkur,sindh,145894,45,6,42.1781,1,1,0,submitted,1
4086,home,home,faisalabad,punjab,13443,53,15,2.6463,0,3,3,rejected,1
4087,damage,home,multan,punjab,23422,61,19,1.0727,1,2,0,approved,0
4088,pet,pet,abbottabad,kpk,5000,64,24,0.6285,1,6,0,rejected,1
4089,life,life,lahore,punjab,23181,61,18,1.4223,0,3,0,approved,0
4090,other,home,karachi,sindh,22333,44,9,3.998,0,0,0,rejected,1
4091,home,home,faisalabad,punjab,202663,45,14,9.8047,0,1,0,approved,0
4092,pet_care,pet,faisalabad,punjab,7362,61,20,0.4763,0,0,0,in_review,0
4093,life,life,islamabad,islamabad,48332,45,13,6.5562,0,2,3,rejected,1
4094,medical,auto,karachi,sindh,14985,53,2,0.8116,0,5,0,in_review,1
4095,life,life,peshawar,kpk,57941,44,30,4.209,2,2,0,approved,0
4096,home,home,sukkur,sindh,56174,64,12,7.2887,3,6,0,in_review,1
4097,pet,pet,sukkur,sindh,6276,45,28,0.6321,0,4,0,approved,0
4098,damage,home,abbottabad,kpk,74641,64,14,33.027,1,6,2,rejected,1
4099,medical,life,abbottabad,kpk,24447,64,21,14.1804,0,6,0,approved,0
4100,damage,auto,abbottabad,kpk,52989,53,5,3.8196,1,2,1,approved,0
4101,pet_care,pet,rawalpindi,punjab,10580,64,18,0.4647,0,1,0,approved,0
4102,auto,auto,gujranwala,punjab,47991,58,6,2.3047,2,8,0,approved,0
4103,home,home,gujranwala,punjab,26501,64,26,4.2381,1,5,0,approved,0
4104,pet_care,pet,mardan,kpk,5000,45,7,0.4238,2,5,0,approved,0
4105,theft,home,karachi,sindh,11931,56,20,0.8818,1,3,2,rejected,1
4106,auto,auto,sukkur,sindh,30046,44,6,1.3257,0,6,0,approved,0
4107,other,life,peshawar,kpk,5000,56,18,0.4405,0,0,0,approved,0
4108,damage,auto,peshawar,kpk,22140,45,10,1.3762,0,6,1,submitted,0
4109,home,home,multan,punjab,14876,64,13,0.7803,1,1,0,approved,0
4110,damage,home,multan,punjab,85858,53,25,9.6949,1,6,1,approved,0
4111,pet,pet,islamabad,islamabad,5000,58,10,0.3999,0,4,0,approved,0
4112,pet,pet,sukkur,sindh,6961,44,27,0.2875,0,4,1,approved,0
4113,home,home,faisalabad,punjab,16449,61,9,1.2621,0,6,0,in_review,0
4114,other,others,quetta,balochistan,33773,44,23,1.3586,0,2,0,submitted,0
4115,accident,auto,abbottabad,kpk,80662,56,7,20.0802,0,4,0,approved,0
4116,damage,home,karachi,sindh,32819,56,23,3.6232,0,2,0,approved,0
4117,accident,life,sialkot,punjab,60431,58,17,10.8222,0,4,1,in_review,0
4118,theft,auto,quetta,balochistan,8871,44,17,0.4157,0,1,1,approved,0
4119,pet_care,pet,peshawar,kpk,7495,53,22,0.315,0,6,0,approved,0
4120,damage,home,mardan,kpk,11199,56,10,0.5754,0,4,1,submitted,0
4121,auto,auto,rawalpindi,punjab,20218,53,21,2.3638,0,4,1,approved,0
4122,theft,auto,lahore,punjab,29940,61,30,1.7322,1,5,0,in_review,0
4123,other,home,abbottabad,kpk,71393,45,12,3.5489,0,5,0,approved,0
4124,damage,auto,faisalabad,punjab,15632,64,29,1.1691,0,3,2,submitted,1
4125,medical,auto,multan,punjab,20332,61,4,2.4972,0,3,0,in_review,0
4126,home,home,multan,punjab,56296,45,27,14.8931,0,4,0,submitted,0
4127,auto,auto,abbottabad,kpk,37214,64,10,3.3806,0,0,0,approved,0
4128,damage,auto,sialkot,punjab,18667,64,20,0.9203,0,4,0,approved,0
4129,pet,pet,multan,punjab,18202,44,8,1.8417,1,2,1,submitted,0
4130,pet,pet,lahore,punjab,11248,44,21,0.7303,0,4,1,submitted,0
4131,other,others,faisalabad,punjab,37589,64,11,3.1625,1,1,0,approved,0
4132,life,life,mardan,kpk,24108,56,14,3.5489,0,2,0,submitted,0
4133,damage,auto,sialkot,punjab,39958,44,0,4.7332,0,0,0,approved,0
4134,pet_care,pet,sialkot,punjab,6104,61,22,0.2593,0,2,1,submitted,0
4135,auto,auto,lahore,punjab,6836,56,3,0.3397,0,6,3,rejected,1
4136,pet_care,pet,quetta,balochistan,20929,64,22,1.0962,1,6,0,approved,0
4137,home,home,faisalabad,punjab,27075,58,3,1.6045,0,5,1,approved,0
4138,other,pet,lahore,punjab,17202,53,20,0.9096,0,3,2,rejected,1
4139,home,home,hyderabad,sindh,35897,64,3,8.2884,0,1,0,submitted,0
4140,home,home,peshawar,kpk,8882,45,29,0.5874,0,1,0,approved,0
4141,auto,auto,peshawar,kpk,35394,61,13,3.2106,0,2,0,approved,0
4142,other,home,multan,punjab,30788,64,2,1.366,2,7,0,submitted,0
4143,auto,auto,faisalabad,punjab,21924,53,29,2.6453,0,5,2,rejected,1
4144,damage,home,rawalpindi,punjab,110814,64,16,9.1182,1,7,1,approved,0
4145,medical,auto,peshawar,kpk,36400,53,10,2.4571,4,5,1,in_review,1
4146,accident,life,gujranwala,punjab,67642,53,4,39.4874,3,9,2,approved,0
4147,damage,auto,gujranwala,punjab,24445,58,30,1.4744,2,2,0,approved,0
