id,signal_type,fraud_category,severity,severity_encoded,account_age_days,related_entity_count,fraudulent
5616,other,account,high,3,699,14,1
5617,inactive_spike,catalog,high,3,315,16,1
5618,reject_rate,account,critical,4,281,29,0
5619,pending_purchases,commerce,high,3,765,19,1
5620,claim_burst,commerce,high,3,59,25,0
5621,duplicate_email,claims,medium,2,487,9,1
5622,claim_burst,claims,low,1,570,30,1
5623,stale_pending_policies,commerce,medium,2,872,10,0
5624,stale_pending_policies,account,critical,4,277,9,0
5625,other,commerce,high,3,288,26,1
5626,pending_purchases,account,medium,2,542,11,0
5627,rejected_claims_volume,claims,low,1,166,18,1
5628,lead_spike,catalog,high,3,273,27,1
5629,lead_spike,commerce,critical,4,224,18,1
5630,duplicate_email,catalog,high,3,763,9,1
5631,inactive_spike,catalog,medium,2,759,17,1
5632,unverified_provider,commerce,low,1,682,7,0
5633,inactive_spike,commerce,low,1,7,7,1
5634,pending_purchases,commerce,medium,2,821,14,1
5635,stale_pending_policies,claims,high,3,146,22,1
5636,rejected_claims_volume,claims,critical,4,153,16,1
5637,claim_burst,catalog,critical,4,888,13,1
5638,duplicate_email,account,medium,2,421,22,1
5639,inactive_spike,commerce,low,1,69,4,0
5640,rejected_claims_volume,claims,high,3,186,17,1
5641,unverified_provider,account,critical,4,81,19,1
5642,pending_purchases,catalog,critical,4,595,14,1
5643,stale_pending_policies,claims,high,3,472,30,1
5644,rejected_claims_volume,claims,critical,4,752,28,0
5645,other,commerce,low,1,113,7,0
5646,pending_purchases,claims,low,1,530,19,1
5647,pending_purchases,account,high,3,56,10,1
5648,claim_burst,claims,high,3,558,15,1
5649,claim_burst,account,high,3,52,26,0
5650,reject_rate,commerce,medium,2,20,12,1
5651,unverified_provider,account,high,3,259,25,1
5652,stale_pending_policies,catalog,critical,4,232,22,1
5653,stale_pending_policies,claims,critical,4,45,23,0
5654,stale_pending_policies,catalog,low,1,202,11,0
5655,lead_spike,commerce,high,3,352,13,1
5656,unverified_provider,commerce,medium,2,82,7,0
5657,other,commerce,high,3,116,23,1
5658,inactive_spike,claims,low,1,307,4,0
5659,unverified_provider,account,low,1,782,1,0
5660,stale_pending_policies,claims,low,1,744,15,1
5661,stale_pending_policies,claims,medium,2,764,5,0
5662,lead_spike,commerce,low,1,31,28,1
5663,inactive_spike,claims,critical,4,214,26,1
5664,lead_spike,commerce,high,3,575,17,1
5665,duplicate_email,catalog,critical,4,245,30,1
5666,reject_rate,catalog,low,1,897,16,1
5667,inactive_spike,commerce,critical,4,811,23,1
5668,lead_spike,commerce,medium,2,177,28,1
5669,reject_rate,catalog,low,1,350,9,0
5670,stale_pending_policies,claims,medium,2,900,7,0
5671,reject_rate,account,medium,2,24,10,0
5672,unverified_provider,catalog,high,3,288,29,1
5673,duplicate_email,commerce,critical,4,594,18,1
5674,pending_purchases,commerce,low,1,140,22,1
5675,reject_rate,commerce,medium,2,6,17,1
5676,inactive_spike,account,critical,4,69,26,1
5677,duplicate_email,catalog,medium,2,478,24,1
5678,pending_purchases,commerce,high,3,325,23,1
5679,pending_purchases,claims,low,1,323,27,1
5680,reject_rate,catalog,critical,4,620,30,1
5681,unverified_provider,account,medium,2,136,9,0
5682,reject_rate,catalog,critical,4,266,14,1
5683,rejected_claims_volume,commerce,low,1,386,15,1
5684,claim_burst,account,critical,4,465,22,1
5685,unverified_provider,catalog,critical,4,523,23,1
5686,duplicate_email,account,medium,2,101,10,1
5687,unverified_provider,account,low,1,227,4,0
5688,inactive_spike,commerce,high,3,708,9,1
5689,pending_purchases,commerce,medium,2,12,19,1
5690,rejected_claims_volume,commerce,high,3,100,26,1
5691,claim_burst,account,high,3,554,8,1
5692,lead_spike,catalog,medium,2,181,22,1
5693,inactive_spike,catalog,high,3,343,17,1
5694,other,commerce,critical,4,519,9,0
5695,stale_pending_policies,account,high,3,775,21,1
5696,claim_burst,catalog,high,3,788,30,1
5697,inactive_spike,claims,high,3,516,30,1
5698,lead_spike,commerce,low,1,490,30,1
5699,stale_pending_policies,claims,high,3,734,9,1
5700,reject_rate,claims,medium,2,216,6,0
5701,rejected_claims_volume,claims,high,3,198,14,1
5702,duplicate_email,claims,high,3,430,11,1
5703,other,account,high,3,80,26,1
5704,pending_purchases,catalog,medium,2,341,18,1
5705,duplicate_email,account,high,3,59,26,1
5706,unverified_provider,account,low,1,43,8,0
5707,stale_pending_policies,account,medium,2,347,15,1
5708,reject_rate,claims,critical,4,623,13,1
5709,stale_pending_policies,catalog,critical,4,561,30,1
5710,lead_spike,commerce,low,1,846,13,1
5711,lead_spike,commerce,medium,2,16,19,1
5712,pending_purchases,commerce,critical,4,5,9,1
5713,stale_pending_policies,commerce,medium,2,28,14,1
5714,stale_pending_policies,commerce,low,1,40,4,0
5715,claim_burst,catalog,high,3,66,23,1
5716,claim_burst,claims,medium,2,624,8,1
5717,reject_rate,account,medium,2,691,17,1
5718,reject_rate,catalog,high,3,112,28,1
5719,rejected_claims_volume,claims,low,1,13,26,1
5720,reject_rate,catalog,critical,4,251,10,1
5721,inactive_spike,commerce,medium,2,236,12,1
5722,duplicate_email,catalog,high,3,144,25,1
5723,unverified_provider,claims,critical,4,124,8,1
5724,unverified_provider,account,low,1,473,2,0
5725,stale_pending_policies,claims,low,1,683,18,1
5726,unverified_provider,claims,medium,2,251,8,0
5727,lead_spike,catalog,high,3,307,19,1
5728,inactive_spike,account,medium,2,175,6,0
5729,stale_pending_policies,account,high,3,752,24,1
5730,duplicate_email,account,high,3,495,16,1
5731,lead_spike,commerce,critical,4,10,26,1
5732,pending_purchases,catalog,critical,4,729,18,1
5733,claim_burst,claims,critical,4,510,8,1
5734,pending_purchases,catalog,high,3,326,26,1
5735,rejected_claims_volume,claims,high,3,229,17,1
5736,unverified_provider,account,low,1,113,9,0
5737,claim_burst,account,medium,2,269,13,1
5738,claim_burst,claims,high,3,351,10,1
5739,rejected_claims_volume,claims,high,3,573,24,1
5740,claim_burst,account,medium,2,37,30,0
5741,reject_rate,catalog,low,1,767,15,1
5742,other,catalog,low,1,488,1,0
5743,other,account,medium,2,114,6,0
5744,claim_burst,claims,medium,2,216,20,1
5745,other,catalog,critical,4,49,22,1
5746,lead_spike,account,high,3,30,24,1
5747,duplicate_email,commerce,critical,4,650,13,1
5748,rejected_claims_volume,claims,high,3,882,24,1
5749,stale_pending_policies,account,medium,2,456,14,1
5750,pending_purchases,commerce,low,1,703,28,0
5751,pending_purchases,catalog,high,3,216,30,1
5752,lead_spike,commerce,high,3,18,10,1
5753,unverified_provider,account,medium,2,501,3,0
5754,unverified_provider,account,high,3,5,9,1
5755,rejected_claims_volume,claims,critical,4,879,12,1
5756,unverified_provider,claims,high,3,613,25,1
5757,other,account,low,1,607,6,0
5758,reject_rate,catalog,medium,2,867,8,1
5759,lead_spike,claims,medium,2,101,17,1
5760,unverified_provider,catalog,medium,2,145,9,0
5761,unverified_provider,claims,medium,2,303,9,0
5762,lead_spike,catalog,medium,2,778,24,1
5763,unverified_provider,account,critical,4,11,22,0
5764,pending_purchases,commerce,high,3,33,12,1
5765,duplicate_email,account,critical,4,21,21,0
5766,lead_spike,claims,medium,2,805,22,1
5767,duplicate_email,account,high,3,175,21,1
5768,pending_purchases,commerce,low,1,15,11,0
5769,rejected_claims_volume,commerce,medium,2,308,23,1
5770,claim_burst,claims,medium,2,728,23,1
5771,unverified_provider,claims,medium,2,37,12,1
5772,lead_spike,catalog,medium,2,839,11,1
5773,reject_rate,commerce,medium,2,736,6,1
5774,stale_pending_policies,claims,critical,4,68,26,1
5775,claim_burst,commerce,critical,4,625,8,1
5776,claim_burst,claims,medium,2,819,25,1
5777,duplicate_email,account,high,3,470,28,0
5778,lead_spike,commerce,critical,4,27,25,1
5779,stale_pending_policies,catalog,medium,2,154,11,0
5780,inactive_spike,catalog,high,3,534,15,1
5781,stale_pending_policies,catalog,high,3,44,19,1
5782,reject_rate,claims,low,1,222,16,0
5783,pending_purchases,account,critical,4,229,30,1
5784,rejected_claims_volume,claims,high,3,600,15,1
5785,lead_spike,commerce,high,3,405,30,1
5786,pending_purchases,commerce,critical,4,137,29,1
5787,inactive_spike,account,high,3,500,9,1
5788,rejected_claims_volume,catalog,high,3,597,27,1
5789,duplicate_email,catalog,medium,2,531,22,1
5790,reject_rate,commerce,high,3,437,18,1
5791,inactive_spike,commerce,low,1,197,12,1
5792,duplicate_email,account,critical,4,653,16,1
5793,reject_rate,claims,high,3,830,20,0
5794,rejected_claims_volume,claims,critical,4,179,27,1
5795,inactive_spike,claims,medium,2,813,18,1
5796,pending_purchases,claims,medium,2,56,26,1
5797,lead_spike,claims,high,3,791,8,1
5798,unverified_provider,account,critical,4,44,18,1
5799,reject_rate,catalog,medium,2,364,18,1
5800,stale_pending_policies,catalog,critical,4,363,19,1
5801,lead_spike,catalog,critical,4,163,25,1
5802,other,catalog,high,3,330,28,1
5803,rejected_claims_volume,commerce,high,3,302,16,1
5804,reject_rate,account,low,1,471,9,0
5805,unverified_provider,account,critical,4,540,17,1
5806,reject_rate,catalog,critical,4,580,26,1
5807,unverified_provider,claims,high,3,599,25,1
5808,lead_spike,commerce,critical,4,14,30,1
5809,lead_spike,claims,high,3,373,14,0
5810,reject_rate,claims,low,1,320,8,0
5811,reject_rate,catalog,medium,2,854,14,1
5812,lead_spike,account,critical,4,111,13,1
5813,inactive_spike,commerce,low,1,561,14,0
5814,rejected_claims_volume,claims,medium,2,252,27,1
5815,unverified_provider,account,low,1,581,10,0
5816,pending_purchases,claims,high,3,357,17,1
5817,unverified_provider,claims,high,3,745,14,1
5818,pending_purchases,commerce,medium,2,143,14,1
5819,claim_burst,catalog,medium,2,518,11,1
5820,other,claims,high,3,211,21,1
5821,reject_rate,catalog,critical,4,873,20,1
5822,unverified_provider,account,high,3,124,14,1
5823,rejected_claims_volume,claims,high,3,692,13,1
5824,claim_burst,claims,high,3,540,24,1
5825,other,account,high,3,804,23,1
5826,claim_burst,claims,high,3,896,26,1
5827,stale_pending_policies,claims,medium,2,729,14,1
5828,rejected_claims_volume,account,high,3,509,12,0
5829,pending_purchases,commerce,medium,2,710,17,0
5830,rejected_claims_volume,claims,low,1,202,13,1
5831,lead_spike,account,medium,2,268,24,1
5832,rejected_claims_volume,commerce,low,1,37,28,1
5833,unverified_provider,account,high,3,503,18,0
5834,other,claims,high,3,86,24,0
5835,unverified_provider,commerce,high,3,229,23,1
5836,stale_pending_policies,catalog,critical,4,845,30,1
5837,claim_burst,commerce,medium,2,384,29,1
5838,stale_pending_policies,catalog,medium,2,447,16,1
5839,lead_spike,account,high,3,519,12,1
5840,unverified_provider,account,high,3,53,16,1
5841,inactive_spike,account,medium,2,198,13,1
5842,rejected_claims_volume,claims,critical,4,302,30,1
5843,unverified_provider,commerce,high,3,6,18,1
5844,claim_burst,account,low,1,60,14,1
5845,rejected_claims_volume,catalog,high,3,881,26,1
5846,claim_burst,claims,low,1,126,29,1
5847,lead_spike,commerce,medium,2,57,25,1
5848,lead_spike,catalog,medium,2,851,26,1
5849,unverified_provider,claims,high,3,771,25,1
5850,reject_rate,commerce,medium,2,852,18,0
5851,rejected_claims_volume,commerce,critical,4,25,19,1
5852,stale_pending_policies,claims,medium,2,835,4,0
5853,rejected_claims_volume,catalog,medium,2,34,11,0
5854,stale_pending_policies,catalog,low,1,469,14,1
5855,lead_spike,account,high,3,836,25,1
5856,stale_pending_policies,catalog,medium,2,541,16,1
5857,lead_spike,commerce,low,1,110,10,1
5858,other,catalog,medium,2,219,12,1
5859,duplicate_email,claims,medium,2,883,23,1
5860,inactive_spike,catalog,low,1,232,16,1
5861,inactive_spike,claims,critical,4,848,29,1
5862,other,claims,medium,2,480,7,0
5863,duplicate_email,catalog,medium,2,631,12,1
5864,reject_rate,claims,medium,2,772,13,1
5865,other,commerce,medium,2,632,6,1
5866,inactive_spike,commerce,medium,2,302,5,0
5867,lead_spike,commerce,high,3,879,30,1
5868,lead_spike,account,medium,2,265,20,1
5869,pending_purchases,commerce,high,3,137,19,1
5870,duplicate_email,claims,critical,4,12,19,1
5871,pending_purchases,commerce,high,3,900,12,1
5872,claim_burst,claims,high,3,194,13,1
5873,duplicate_email,catalog,medium,2,390,19,1
5874,other,commerce,high,3,391,25,1
5875,rejected_claims_volume,claims,high,3,882,16,1
5876,rejected_claims_volume,catalog,high,3,310,12,1
5877,lead_spike,claims,high,3,69,18,1
5878,pending_purchases,account,critical,4,439,24,1
5879,claim_burst,claims,high,3,610,20,1
5880,other,account,medium,2,10,7,0
5881,duplicate_email,claims,high,3,268,21,1
5882,pending_purchases,claims,critical,4,97,11,1
5883,duplicate_email,account,high,3,559,8,1
5884,other,commerce,high,3,12,15,1
5885,reject_rate,account,medium,2,879,7,0
5886,reject_rate,account,medium,2,206,16,1
5887,reject_rate,account,medium,2,333,6,0
5888,claim_burst,claims,critical,4,747,11,1
5889,rejected_claims_volume,catalog,critical,4,45,8,1
5890,pending_purchases,commerce,medium,2,569,29,1
5891,rejected_claims_volume,account,high,3,32,23,1
5892,duplicate_email,commerce,critical,4,882,20,1
5893,rejected_claims_volume,claims,medium,2,69,18,0
5894,reject_rate,catalog,medium,2,471,17,1
5895,stale_pending_policies,catalog,medium,2,155,10,0
5896,inactive_spike,claims,low,1,867,10,0
5897,duplicate_email,commerce,low,1,8,24,1
5898,inactive_spike,claims,medium,2,362,4,0
5899,inactive_spike,claims,critical,4,539,15,1
5900,rejected_claims_volume,account,high,3,361,22,1
5901,pending_purchases,claims,high,3,893,23,1
5902,unverified_provider,catalog,medium,2,291,8,0
5903,other,account,medium,2,464,6,0
5904,reject_rate,claims,low,1,588,16,1
5905,rejected_claims_volume,catalog,medium,2,866,13,1
5906,inactive_spike,claims,medium,2,863,16,1
5907,rejected_claims_volume,commerce,medium,2,112,9,0
5908,pending_purchases,commerce,medium,2,450,11,0
5909,rejected_claims_volume,account,medium,2,14,26,1
5910,stale_pending_policies,catalog,medium,2,779,13,1
5911,stale_pending_policies,catalog,medium,2,870,7,0
5912,lead_spike,commerce,medium,2,881,18,1
5913,rejected_claims_volume,claims,high,3,343,15,1
5914,claim_burst,claims,high,3,560,11,1
5915,claim_burst,catalog,medium,2,593,24,1
5916,inactive_spike,account,medium,2,331,7,1
5917,other,catalog,low,1,281,1,1
5918,inactive_spike,account,low,1,146,11,0
5919,pending_purchases,commerce,medium,2,56,14,1
5920,lead_spike,account,medium,2,4,22,1
5921,pending_purchases,commerce,medium,2,346,20,1
5922,stale_pending_policies,catalog,low,1,318,6,0
5923,pending_purchases,commerce,medium,2,45,8,0
5924,rejected_claims_volume,claims,medium,2,397,24,1
5925,stale_pending_policies,catalog,critical,4,106,22,1
5926,other,catalog,critical,4,897,28,1
5927,lead_spike,commerce,critical,4,6,27,1
5928,lead_spike,commerce,medium,2,366,25,1
5929,other,account,low,1,522,2,0
5930,reject_rate,catalog,high,3,86,19,1
5931,other,claims,high,3,137,21,1
5932,rejected_claims_volume,commerce,high,3,708,8,1
5933,lead_spike,catalog,critical,4,839,26,1
5934,pending_purchases,commerce,low,1,517,21,1
5935,rejected_claims_volume,claims,high,3,190,19,1
5936,lead_spike,commerce,critical,4,846,20,1
5937,claim_burst,commerce,high,3,311,29,1
5938,unverified_provider,account,high,3,88,11,1
5939,rejected_claims_volume,account,high,3,56,16,1
5940,lead_spike,commerce,critical,4,118,29,1
5941,inactive_spike,catalog,medium,2,864,10,0
5942,inactive_spike,account,medium,2,777,4,0
5943,pending_purchases,commerce,high,3,853,8,1
5944,unverified_provider,account,high,3,168,16,0
5945,inactive_spike,account,low,1,11,4,1
5946,rejected_claims_volume,commerce,low,1,72,14,1
5947,rejected_claims_volume,catalog,medium,2,713,26,1
5948,stale_pending_policies,catalog,critical,4,473,17,1
5949,stale_pending_policies,catalog,medium,2,781,14,1
5950,duplicate_email,account,critical,4,423,12,1
5951,stale_pending_policies,catalog,low,1,28,13,1
5952,other,claims,low,1,313,9,0
5953,reject_rate,claims,low,1,108,7,0
5954,unverified_provider,commerce,low,1,44,8,0
5955,rejected_claims_volume,claims,critical,4,161,9,1
5956,inactive_spike,commerce,low,1,86,11,0
5957,duplicate_email,claims,medium,2,554,13,1
5958,other,claims,low,1,437,2,0
5959,claim_burst,claims,high,3,215,15,1
5960,rejected_claims_volume,claims,high,3,93,28,1
5961,pending_purchases,commerce,medium,2,690,11,1
5962,unverified_provider,catalog,critical,4,104,11,1
5963,rejected_claims_volume,claims,medium,2,24,9,0
5964,pending_purchases,account,critical,4,620,8,1
5965,duplicate_email,commerce,medium,2,203,10,1
5966,inactive_spike,account,low,1,154,5,0
5967,lead_spike,commerce,high,3,761,8,1
5968,duplicate_email,account,high,3,63,11,1
5969,unverified_provider,claims,medium,2,410,5,0
5970,claim_burst,commerce,high,3,25,10,1
5971,inactive_spike,account,medium,2,319,18,0
5972,pending_purchases,claims,medium,2,14,26,0
5973,pending_purchases,claims,high,3,456,19,1
5974,unverified_provider,account,medium,2,19,1,0
5975,pending_purchases,catalog,high,3,229,13,1
5976,reject_rate,catalog,high,3,31,27,1
5977,reject_rate,claims,high,3,456,16,1
5978,duplicate_email,catalog,critical,4,430,24,1
5979,stale_pending_policies,catalog,high,3,583,22,1
5980,unverified_provider,commerce,low,1,329,11,0
5981,claim_burst,claims,medium,2,883,18,1
5982,stale_pending_policies,catalog,critical,4,52,22,1
5983,lead_spike,commerce,high,3,61,15,0
5984,unverified_provider,claims,high,3,790,10,1
5985,pending_purchases,claims,medium,2,656,18,0
5986,claim_burst,claims,critical,4,445,30,1
5987,claim_burst,claims,low,1,160,28,1
5988,lead_spike,commerce,high,3,898,22,1
5989,claim_burst,catalog,medium,2,262,15,1
5990,rejected_claims_volume,claims,low,1,34,27,1
5991,unverified_provider,commerce,medium,2,52,1,0
5992,rejected_claims_volume,claims,critical,4,592,10,1
5993,other,catalog,medium,2,163,9,0
5994,stale_pending_policies,claims,high,3,590,22,1
5995,inactive_spike,account,critical,4,75,14,0
5996,unverified_provider,catalog,critical,4,797,17,1
5997,reject_rate,catalog,low,1,70,11,0
5998,stale_pending_policies,catalog,high,3,423,23,1
5999,inactive_spike,commerce,critical,4,399,22,1
6000,duplicate_email,claims,high,3,44,16,1
6001,stale_pending_policies,account,low,1,501,4,0
6002,rejected_claims_volume,claims,high,3,709,13,1
6003,stale_pending_policies,catalog,high,3,187,24,1
6004,inactive_spike,account,low,1,748,6,0
6005,stale_pending_policies,commerce,critical,4,162,11,1
6006,pending_purchases,catalog,critical,4,305,30,1
6007,duplicate_email,claims,medium,2,367,24,1
6008,duplicate_email,commerce,critical,4,642,25,1
6009,unverified_provider,account,high,3,7,13,1
6010,lead_spike,claims,medium,2,105,26,1
6011,claim_burst,claims,critical,4,359,22,1
6012,lead_spike,account,critical,4,346,23,1
6013,pending_purchases,commerce,critical,4,90,27,1
6014,inactive_spike,commerce,high,3,20,14,1
6015,reject_rate,catalog,low,1,688,9,0
6016,reject_rate,catalog,high,3,87,27,1
6017,stale_pending_policies,catalog,medium,2,853,12,1
6018,other,commerce,low,1,117,5,0
6019,claim_burst,claims,high,3,153,27,1
6020,claim_burst,claims,critical,4,57,23,1
6021,claim_burst,claims,medium,2,570,26,1
6022,lead_spike,commerce,critical,4,527,30,0
6023,lead_spike,account,critical,4,265,12,1
6024,unverified_provider,catalog,critical,4,242,23,1
6025,lead_spike,commerce,low,1,95,24,0
6026,lead_spike,catalog,low,1,842,14,1
6027,lead_spike,claims,high,3,419,11,1
6028,rejected_claims_volume,catalog,high,3,162,19,1
6029,rejected_claims_volume,claims,high,3,732,16,1
6030,inactive_spike,claims,low,1,72,18,0
6031,other,catalog,medium,2,425,1,0
6032,reject_rate,catalog,medium,2,286,9,1
6033,unverified_provider,catalog,critical,4,57,27,0
6034,duplicate_email,commerce,low,1,120,17,1
6035,unverified_provider,account,critical,4,135,20,1
6036,rejected_claims_volume,commerce,critical,4,9,22,0
6037,stale_pending_policies,catalog,medium,2,5,18,1
6038,rejected_claims_volume,catalog,medium,2,121,29,1
6039,reject_rate,claims,low,1,811,7,0
6040,duplicate_email,account,medium,2,81,10,1
6041,stale_pending_policies,commerce,low,1,680,17,1
6042,duplicate_email,account,critical,4,2,18,1
6043,stale_pending_policies,claims,high,3,774,12,1
6044,other,commerce,medium,2,64,6,0
6045,unverified_provider,commerce,high,3,99,28,1
6046,unverified_provider,claims,low,1,490,11,0
6047,rejected_claims_volume,claims,high,3,339,24,1
6048,pending_purchases,claims,medium,2,532,29,1
6049,inactive_spike,account,low,1,108,4,0
6050,inactive_spike,account,critical,4,468,28,1
6051,lead_spike,claims,critical,4,848,9,1
6052,unverified_provider,claims,medium,2,526,2,0
6053,claim_burst,claims,critical,4,579,24,1
6054,lead_spike,claims,medium,2,75,11,1
6055,rejected_claims_volume,claims,medium,2,390,9,0
6056,unverified_provider,claims,medium,2,147,12,1
6057,rejected_claims_volume,commerce,high,3,27,30,1
6058,rejected_claims_volume,claims,medium,2,14,15,1
6059,rejected_claims_volume,claims,medium,2,494,16,1
6060,other,commerce,medium,2,87,5,0
6061,unverified_provider,account,medium,2,514,1,0
6062,inactive_spike,account,medium,2,894,4,0
6063,stale_pending_policies,catalog,high,3,877,20,1
6064,other,account,low,1,43,10,0
6065,rejected_claims_volume,claims,medium,2,325,14,1
6066,lead_spike,commerce,medium,2,151,23,1
6067,pending_purchases,catalog,medium,2,642,21,1
6068,other,catalog,high,3,190,13,1
6069,stale_pending_policies,catalog,high,3,597,30,1
6070,reject_rate,catalog,critical,4,751,8,1
6071,pending_purchases,commerce,critical,4,353,16,0
6072,rejected_claims_volume,claims,high,3,710,28,1
6073,inactive_spike,claims,high,3,514,20,1
6074,pending_purchases,commerce,high,3,88,20,1
6075,duplicate_email,commerce,high,3,282,18,1
6076,rejected_claims_volume,claims,critical,4,132,23,1
6077,pending_purchases,account,high,3,163,8,1
6078,rejected_claims_volume,claims,low,1,48,26,1
6079,stale_pending_policies,catalog,low,1,338,11,0
6080,pending_purchases,account,high,3,90,28,1
6081,unverified_provider,commerce,high,3,13,29,1
6082,pending_purchases,commerce,high,3,305,15,1
6083,claim_burst,catalog,high,3,465,23,1
6084,rejected_claims_volume,claims,medium,2,637,25,1
6085,stale_pending_policies,catalog,critical,4,447,22,1
6086,duplicate_email,commerce,critical,4,60,10,1
6087,claim_burst,claims,medium,2,35,27,1
6088,claim_burst,claims,high,3,734,22,1
6089,lead_spike,commerce,high,3,67,10,1
6090,duplicate_email,commerce,medium,2,150,20,1
6091,duplicate_email,catalog,low,1,867,30,1
6092,duplicate_email,account,critical,4,543,11,1
6093,pending_purchases,claims,low,1,517,25,1
6094,unverified_provider,account,high,3,5,10,1
6095,other,catalog,critical,4,865,12,1
6096,rejected_claims_volume,catalog,critical,4,896,16,1
6097,unverified_provider,catalog,high,3,845,16,1
6098,rejected_claims_volume,claims,critical,4,202,29,1
6099,pending_purchases,commerce,medium,2,379,12,1
6100,unverified_provider,account,high,3,898,12,1
6101,reject_rate,catalog,low,1,467,16,1
6102,duplicate_email,account,critical,4,122,29,1
6103,rejected_claims_volume,claims,high,3,327,22,1
6104,claim_burst,account,high,3,796,9,1
6105,pending_purchases,catalog,critical,4,257,30,1
6106,pending_purchases,account,medium,2,40,15,1
6107,duplicate_email,commerce,medium,2,559,15,1
6108,lead_spike,commerce,high,3,172,29,1
6109,pending_purchases,commerce,critical,4,31,22,1
6110,pending_purchases,commerce,critical,4,244,29,1
6111,stale_pending_policies,catalog,high,3,152,24,0
6112,claim_burst,commerce,high,3,653,23,1
6113,stale_pending_policies,commerce,low,1,872,7,0
6114,claim_burst,commerce,high,3,47,11,1
6115,claim_burst,claims,high,3,292,24,1
6116,pending_purchases,claims,high,3,518,18,1
6117,other,commerce,medium,2,696,8,0
6118,stale_pending_policies,catalog,medium,2,61,6,0
6119,inactive_spike,catalog,medium,2,99,5,0
6120,unverified_provider,commerce,high,3,527,23,1
6121,duplicate_email,claims,high,3,36,29,0
6122,rejected_claims_volume,claims,critical,4,732,16,1
6123,rejected_claims_volume,catalog,high,3,633,12,1
6124,unverified_provider,commerce,critical,4,58,21,0
6125,inactive_spike,catalog,critical,4,69,21,1
6126,pending_purchases,commerce,medium,2,12,24,1
6127,pending_purchases,catalog,high,3,786,18,1
6128,claim_burst,commerce,high,3,735,25,1
6129,duplicate_email,commerce,high,3,788,24,0
6130,pending_purchases,commerce,medium,2,15,21,1
6131,duplicate_email,claims,high,3,578,21,1
6132,reject_rate,claims,medium,2,199,13,1
6133,duplicate_email,catalog,critical,4,883,18,1
6134,unverified_provider,catalog,low,1,226,2,0
6135,lead_spike,claims,critical,4,781,12,1
6136,other,commerce,critical,4,510,9,1
6137,pending_purchases,commerce,critical,4,413,26,1
6138,rejected_claims_volume,claims,medium,2,279,21,0
6139,stale_pending_policies,claims,critical,4,542,24,1
6140,stale_pending_policies,claims,high,3,734,25,1
6141,lead_spike,catalog,medium,2,377,10,1
6142,pending_purchases,catalog,high,3,538,16,0
6143,reject_rate,catalog,low,1,668,10,0
6144,stale_pending_policies,claims,medium,2,10,16,1
6145,lead_spike,claims,high,3,449,22,1
6146,reject_rate,claims,medium,2,331,4,0
6147,pending_purchases,catalog,high,3,283,11,1
6148,unverified_provider,catalog,critical,4,470,20,1
6149,unverified_provider,account,medium,2,755,2,0
6150,rejected_claims_volume,catalog,high,3,815,23,1
6151,unverified_provider,commerce,critical,4,782,8,1
6152,duplicate_email,claims,critical,4,243,16,1
6153,inactive_spike,account,low,1,31,13,1
6154,reject_rate,commerce,critical,4,709,22,1
6155,pending_purchases,commerce,high,3,66,24,1
6156,stale_pending_policies,catalog,low,1,262,11,0
6157,rejected_claims_volume,catalog,low,1,516,23,1
6158,lead_spike,claims,high,3,212,24,1
6159,lead_spike,commerce,critical,4,878,12,1
6160,stale_pending_policies,catalog,medium,2,530,6,0
6161,unverified_provider,commerce,medium,2,899,6,1
6162,duplicate_email,catalog,critical,4,868,18,1
6163,duplicate_email,account,high,3,370,17,1
6164,lead_spike,claims,medium,2,147,26,1
6165,inactive_spike,account,medium,2,778,6,0
6166,lead_spike,commerce,critical,4,11,19,1
6167,duplicate_email,account,medium,2,16,29,1
6168,stale_pending_policies,catalog,medium,2,343,4,0
6169,inactive_spike,account,medium,2,33,17,0
6170,pending_purchases,commerce,critical,4,37,15,1
6171,claim_burst,claims,medium,2,26,15,1
6172,rejected_claims_volume,catalog,medium,2,787,13,1
6173,stale_pending_policies,catalog,high,3,615,29,1
6174,stale_pending_policies,catalog,medium,2,686,5,0
6175,pending_purchases,commerce,high,3,175,24,1
6176,lead_spike,commerce,medium,2,796,16,1
6177,inactive_spike,account,critical,4,204,12,1
6178,pending_purchases,claims,medium,2,616,13,1
6179,claim_burst,catalog,critical,4,560,16,1
6180,reject_rate,catalog,high,3,623,8,1
6181,reject_rate,catalog,medium,2,269,5,0
6182,reject_rate,catalog,high,3,340,21,1
6183,pending_purchases,commerce,medium,2,2,11,0
6184,lead_spike,commerce,critical,4,20,19,1
6185,claim_burst,claims,high,3,271,26,1
6186,lead_spike,account,high,3,862,24,1
6187,pending_purchases,commerce,high,3,303,9,1
6188,unverified_provider,claims,high,3,628,26,1
6189,lead_spike,catalog,high,3,505,19,0
6190,inactive_spike,account,low,1,191,9,0
6191,rejected_claims_volume,claims,low,1,634,21,1
6192,unverified_provider,claims,medium,2,503,8,0
6193,reject_rate,account,low,1,339,5,0
6194,unverified_provider,claims,high,3,723,22,1
6195,claim_burst,claims,critical,4,607,17,1
6196,reject_rate,account,high,3,791,16,1
6197,lead_spike,commerce,high,3,371,13,1
6198,reject_rate,catalog,medium,2,604,18,1
6199,stale_pending_policies,commerce,medium,2,686,6,0
6200,rejected_claims_volume,claims,high,3,492,12,1
6201,claim_burst,account,critical,4,9,8,1
